id,title,popularity,rating,price,cuisine,phone,food_rating,service_rating,value_rating,atmosphere_rating,price_range,feature,mon,tue,wed,thu,fri,sat,sun,address,description
2797,Jack in the Box,"#2,798 of 4,344 Restaurants in San Francisco",3.5 of 5 bubbles,$,,+1 415-752-4916,4 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,,,6:00 am - 4:00 am,6:00 am - 4:00 am,6:00 am - 4:00 am,6:00 am - 4:00 am,6:00 am - 4:00 am,6:00 am - 4:00 am,6:00 am - 4:00 am,"4649 Geary Blvd,San Francisco, CA 94118-2906","Address:4649 Geary Blvd,San Francisco, CA 94118-2906Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-752-4916trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2798,Sichuan Home,"#2,799 of 4,344 Restaurants in San Francisco",3.5 of 5 bubbles,,Chinese,+1 415-221-3288,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"5037 Geary Blvd,San Francisco, CA 94118-2813","Address:5037 Geary Blvd,San Francisco, CA 94118-2813Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-221-3288trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2799,Mangiare,"#2,800 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-205-8649,5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,7:30 am - 3:00 pm,7:30 am - 3:00 pm,7:30 am - 3:00 pm,7:30 am - 3:00 pm,7:30 am - 3:00 pm,,9:00 am - 3:00 pm,"301A Executive Park Blvd,San Francisco, CA 94134-3387","Address:301A Executive Park Blvd,San Francisco, CA 94134-3387Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-205-8649trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2800,Zante's Pizza and Indian Cuisine,"#2,801 of 4,344 Restaurants in San Francisco",3.5 of 5 bubbles,$$ - $$$,"Indian,Pizza",+1 415-821-3949,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$10 -$10,,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"3489 Mission St,San Francisco, CA 94110-5438","Address:3489 Mission St,San Francisco, CA 94110-5438Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-821-3949trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2801,Super Star Restaurant,"#2,802 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-585-4360,5 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,,"4919 Mission St,San Francisco, CA 94112-3415","Address:4919 Mission St,San Francisco, CA 94112-3415Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-585-4360trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2802,Grandeho's Kamekyo - Cole Valley,"#2,803 of 4,344 Restaurants in San Francisco",3.5 of 5 bubbles,$$ - $$$,"Japanese,Sushi,Asian",+1 415-759-8428,3.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,3 of 5 bubbles,$20 -$35,,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,12:00 pm - 10:30 pm,12:00 pm - 10:30 pm,12:00 pm - 10:30 pm,"943 Cole St.,San Francisco, CA 94117","Address:943 Cole St.,San Francisco, CA 94117Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-759-8428trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2803,Hashiri,"#2,804 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$$$$,"Japanese,Sushi",14159081919,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,,$250 -$500,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi",,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,,"4 Mint Plaza,San Francisco, CA 94103","Address:4 Mint Plaza,San Francisco, CA 94103Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:14159081919trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2804,The Pink Elephant Alibi,"#2,805 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Bar,Pub,American, Gastropub",+1 415-872-9379,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Waitstaff",4:00 pm - 9:00 pm,4:00 pm - 10:00 pm,4:00 pm - 10:00 pm,4:00 pm - 10:00 pm,11:00 am - 10:00 pm,10:30 am - 4:00 pm,10:30 am - 4:00 pm,"142 Minna St,San Francisco, CA 94105-4125","Address:142 Minna St,San Francisco, CA 94105-4125Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-872-9379trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2805,Golden Kim Tar,"#2,806 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,Asian,+1 415-346-8889,4 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,$6 -$20,"Reservations, Delivery",10:00 am - 9:30 pm,10:00 am - 9:30 pm,10:00 am - 9:30 pm,10:00 am - 9:30 pm,10:00 am - 9:30 pm,10:00 am - 9:30 pm,10:00 am - 9:30 pm,"434 Larkin Street,San Francisco, CA 94102","Address:434 Larkin Street,San Francisco, CA 94102(Golden Gate & Turk)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-346-8889trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2806,Win's Restaurant,"#2,807 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,Chinese,+1 415-759-1818,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,$8,,,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,"3040 Taraval St,San Francisco, CA 94116-2105","Address:3040 Taraval St,San Francisco, CA 94116-2105Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-759-1818trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2807,Tawan's Thai Food,"#2,808 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,,+1 415-751-5175,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,$12,,12:00 pm - 9:30 pm,12:00 pm - 9:30 pm,12:00 pm - 9:30 pm,12:00 pm - 9:30 pm,12:00 pm - 9:30 pm,12:00 pm - 9:30 pm,,"4403 Geary Blvd,San Francisco, CA 94118-3005","Address:4403 Geary Blvd,San Francisco, CA 94118-3005Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-751-5175trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2808,Bai Som,"#2,809 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Asian,Thai",+1 415-751-5332,3.5 of 5 bubbles,3.5 of 5 bubbles,2.5 of 5 bubbles,3 of 5 bubbles,$20,,,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,"2121 Clement St,San Francisco, CA 94121-2016","Address:2121 Clement St,San Francisco, CA 94121-2016Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-751-5332trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2809,Rumble Fish,"#2,810 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,"Japanese,Seafood,Sushi",+1 415-876-3474,,,,,,,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,,"200 23rd Ave,San Francisco, CA 94111","Address:200 23rd Ave,San Francisco, CA 94111Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-876-3474trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2810,Anfield Road,"#2,811 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-563-1770,,,,,,,,,,,,,,"1434 Lombard St,San Francisco, CA 94123-3112","Address:1434 Lombard St,San Francisco, CA 94123-3112Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 415-563-1770trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2811,Altena Taqueria,"#2,812 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Mexican,+1 415-641-8415,4 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,$20,,8:00 am - 12:00 am,8:00 am - 12:00 am,8:00 am - 12:00 am,8:00 am - 12:00 am,8:00 am - 11:59 pm,8:00 am - 11:59 pm,8:00 am - 12:00 am,"2588 Mission St,San Francisco, CA 94110-2592","Address:2588 Mission St,San Francisco, CA 94110-2592Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-641-8415trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2812,Le Petitt's Kitchen,"#2,813 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-355-9404,,,,,,,9:00 am - 3:30 pm,9:00 am - 3:30 pm,9:00 am - 3:30 pm,9:00 am - 3:30 pm,9:00 am - 3:30 pm,,,"265 Golden Gate Ave,San Francisco, CA 94102-3709","Address:265 Golden Gate Ave,San Francisco, CA 94102-3709Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Civic CenterNeighborhood: Civic CenterPhone Number:+1 415-355-9404trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2813,Kimchee Tofu House,"#2,814 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,"Asian,Korean",+1 510-528-8864,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,"3288 Pierce St,San Francisco, CA 94123-2700","Address:3288 Pierce St,San Francisco, CA 94123-2700Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 510-528-8864trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2814,Luna Rossa,"#2,815 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-379-4910,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"2221 Clement St,San Francisco, CA 94121-2018","Address:2221 Clement St,San Francisco, CA 94121-2018Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-379-4910trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2815,Gourmet Noodle House,"#2,816 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1-415-668-1588,5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"3751 Geary Street,San Francisco, CA 94118","Address:3751 Geary Street,San Francisco, CA 94118Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1-415-668-1588trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2816,Mandu Asian Street Food,"#2,817 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-558-8567,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,"2251 Market St,Between Sanchez Street & 16th Street in Castro,San Francisco, CA 94114-1612","Address:2251 Market St,Between Sanchez Street & 16th Street in Castro,San Francisco, CA 94114-1612Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-558-8567trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2817,Summer Place Cocktail Lounge,"#2,818 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-441-2252,3 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 12:00 am,"801 Bush St,San Francisco, CA 94108-3312","Address:801 Bush St,San Francisco, CA 94108-3312Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-441-2252trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2818,El Capitan,"#2,819 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,,4 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"1123 Folsom St,San Francisco, CA 94103-3931","Address:1123 Folsom St,San Francisco, CA 94103-3931Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMatrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2819,SoMa Pizza,"#2,820 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,American,+1 415-512-1100,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"483 3rd St,San Francisco, CA 94107-1234","Address:483 3rd St,San Francisco, CA 94107-1234Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-512-1100trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2820,Togo's,"#2,821 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-788-6467,,,,,,,,,,,,11:00 am - 6:00 pm,,"570 Battery St,San Francisco, CA 94111-2311","Address:570 Battery St,San Francisco, CA 94111-2311Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-788-6467trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2821,Cafe Zazo,"#2,822 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-626-5555,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 4:00 pm,,"64 14th St,San Francisco, CA 94103-4230","Address:64 14th St,San Francisco, CA 94103-4230Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-626-5555trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2822,Menkee Wonton,"#2,823 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Chinese,+1 415-566-2203,4.5 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,"1701 Noriega St,San Francisco, CA 94122-4307","Address:1701 Noriega St,San Francisco, CA 94122-4307Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-566-2203trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2823,Martha's Mexican Food,"#2,824 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Mexican,+1 415-333-9044,,,,,,,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:00 pm,"701 Randolph Street,San Francisco, CA 94132-3027","Address:701 Randolph Street,San Francisco, CA 94132-3027Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-333-9044trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2824,The Showdown,"#2,825 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,American,+1 415-503-0684,3 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"10 6th St,San Francisco, CA 94103-1602","Address:10 6th St,San Francisco, CA 94103-1602Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-503-0684trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2825,Little Garden Seafood Restaurant,"#2,826 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,"Chinese,American,Seafood",+1 415-399-0368,4 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,,,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,"750 Vallejo St,San Francisco, CA 94133-3819","Address:750 Vallejo St,San Francisco, CA 94133-3819Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-399-0368trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2826,Java Chez Moi,"#2,827 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,French,,,,,,,,,,,,,,,"1423 Polk St,San Francisco, CA 94109-4615","Address:1423 Polk St,San Francisco, CA 94109-4615Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HilltrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2827,Lagos Pizza,"#2,828 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Pizza,+1 415-989-9700,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,,11:00 am - 3:00 am,11:00 am - 3:00 am,11:00 am - 3:00 am,11:00 am - 3:00 am,3:00 pm - 3:00 am,11:00 am - 3:00 am,11:00 am - 3:00 am,"448 Broadway,San Francisco, CA 94133-4515","Address:448 Broadway,San Francisco, CA 94133-4515Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-989-9700trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2828,Hunan China Restaurant,"#2,829 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Chinese,+1 415-334-8626,,,,,,,,,,,,,,"1537 Ocean Avenue,San Francisco, CA 94112-1715","Address:1537 Ocean Avenue,San Francisco, CA 94112-1715Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-334-8626trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2829,J&E; Restaurant,"#2,830 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Chinese,+1 415-282-5177,4 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,,,7:30 am - 7:00 pm,7:30 am - 7:00 pm,7:30 am - 7:00 pm,7:30 am - 7:00 pm,7:30 am - 7:00 pm,7:30 am - 7:00 pm,,"2537 24th Street,San Francisco, CA 94110-3508","Address:2537 24th Street,San Francisco, CA 94110-3508Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-282-5177trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2830,Golden Pot Restaurant,"#2,831 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Chinese,+1 415-221-8388,5 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,"1888 Clement Street,San Francisco, CA 94121-2207","Address:1888 Clement Street,San Francisco, CA 94121-2207Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-221-8388trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2831,Glattkosher California Chicken,"#2,832 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,American,+1 415-776-2683,4 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,,,,,,,,,,"420 Geary Street,San Francisco, CA 94102-1223","Address:420 Geary Street,San Francisco, CA 94102-1223Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-776-2683trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2832,Geneva Steak,"#2,833 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Steakhouse,+1 415-586-6685,,,,,,,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,"5130 Mission St,San Francisco, CA 94112-3422","Address:5130 Mission St,San Francisco, CA 94112-3422Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-586-6685trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2833,Bar Johnny,"#2,834 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,,+1 415-268-0140,,,,,,,,,,,,,,"2209 Polk St,San Francisco, CA 94109","Address:2209 Polk St,San Francisco, CA 94109Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HillPhone Number:+1 415-268-0140trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2834,San Francisco Soup Company,"#2,835 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-512-7687,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,,,,,,,,,"301 Howard St,Ste 900,San Francisco, CA 94105-2252","Address:301 Howard St,Ste 900,San Francisco, CA 94105-2252Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-512-7687trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2835,Dogpatch Cafe,"#2,836 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,American,4152559982,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"2295 3rd Street,San Francisco, CA 94107","Address:2295 3rd Street,San Francisco, CA 94107Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:4152559982trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2836,G Food Truck Lounge,"#2,837 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-361-5426,4 of 5 bubbles,4 of 5 bubbles,2 of 5 bubbles,2 of 5 bubbles,,,11:00 am - 2:00 pm,11:00 am - 2:00 pm,11:00 am - 2:00 pm,11:00 am - 2:00 pm,11:00 am - 2:00 pm,,,"431 2nd St,San Francisco, CA 94107-1417","Address:431 2nd St,San Francisco, CA 94107-1417Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-361-5426trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2837,Community Table,"#2,838 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,,5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"3200 California St,San Francisco, CA 94118-1904","Address:3200 California St,San Francisco, CA 94118-1904Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscotrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2838,DUM Indian Soul Food,"#2,839 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,4158749045,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"3111 24th St,San Francisco, CA 94110","Address:3111 24th St,San Francisco, CA 94110Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:4158749045trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
