id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,takeout,creditCard,applePay,parking,bikeParking,outdoorSeating,wifi,caters,reservations,delivery,goodFor,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,hasTV,waiterService,driveThrough
2082,Wild Orchid Nails &amp; Spa,http://www.yelp.com/ /biz/wild-orchid-nails-and-spa-san-francisco,"Nail Salons,Hair Salons",Pricey,4.0 star rating,Closed,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,Closed,"166 Geary StSan Francisco, CA 94108",(415) 758-2066,,Yes,,"Garage, Street",,,,,,,,Yes,,,,,,,,
2083,Trumaker,http://www.yelp.com/ /biz/trumaker-san-francisco-4,Bespoke Clothing,Pricey,3.5 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-5:00 pm,"701 Sutter StSan Francisco, CA 94109",(415) 349-5235,,Yes,Yes,Street,No,,,,,,,,,,,,,,,
2084,Decades of Fashion,http://www.yelp.com/ /biz/decades-of-fashion-san-francisco-2,"Men's Clothing,Women's Clothing,Hats",Pricey,3.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"1653 Haight StSan Francisco, CA 94117",(415) 551-1653,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2085,BCBGMAXAZRIA,http://www.yelp.com/ /biz/bcbgmaxazria-san-francisco-4,"Women's Clothing,Accessories,Shoe Stores",Pricey,3.5 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,11:00 am-6:00 pm,"331 Powell StSan Francisco, CA 94102",(415) 362-7360,,Yes,No,,No,,,,,,,,,,,,,,,
2086,Modica Home,http://www.yelp.com/ /biz/modica-home-san-francisco,"Home Decor,Bridal,Flowers & Gifts",Pricey,5.0 star rating,,,,,,,,"2274 Union StSan Francisco, CA 94123",(415) 440-4389,,Yes,,Street,,,,,,,,,,,,,,,,
2087,Nathan Emery’s Dogpatch Tattoo,http://www.yelp.com/ /biz/nathan-emerys-dogpatch-tattoo-san-francisco,Tattoo,Pricey,5.0 star rating,Closed,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,Closed,"3340 22nd StSan Francisco, CA 94107",(916) 508-2202,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2088,Earthbar,http://www.yelp.com/ /biz/earthbar-san-francisco-5,"Juice Bars & Smoothies,Breakfast & Brunch",$31-60,3.5 star rating,8:00 am-9:00 pm,8:00 am-9:00 pm,8:00 am-9:00 pm,8:00 am-9:00 pm,8:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"747 Market StSan Francisco, CA 94103",(415) 516-6480,Yes,Yes,,,Yes,No,No,,No,No,,No,No,Casual,,,,Yes,,
2089,The Art of Shaving,http://www.yelp.com/ /biz/the-art-of-shaving-san-francisco,"Cosmetics & Beauty Supply,Barbers",Pricey,3.5 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-7:00 pm,,(415) 541-9801,,Yes,,Garage,No,,,,,,,,,,,,,,,
2090,L’Occitane,http://www.yelp.com/ /biz/l-occitane-san-francisco-6,Cosmetics & Beauty Supply,Pricey,4.0 star rating,,,,,,,,"2 Embarcadero CenterSan Francisco, CA 94111",(415) 677-9931,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2091,Papyrus,http://www.yelp.com/ /biz/papyrus-san-francisco-7,"Cards & Stationery,Gift Shops",Pricey,4.0 star rating,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,10:00 am-5:00 pm,12:00 pm-4:00 pm,"2 Embarcadero CtrSan Francisco, CA 94111",(415) 781-8777,,Yes,,Garage,No,,,,,,,,,,,,,,,
2092,Jo Malone,http://www.yelp.com/ /biz/jo-malone-san-francisco-2,Cosmetics & Beauty Supply,Pricey,5.0 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,11:00 am-8:00 pm,,(415) 856-5446,,Yes,,Garage,,,,,,,,,,,,,,,,
2093,Lacoste,http://www.yelp.com/ /biz/lacoste-san-francisco,"Men's Clothing,Women's Clothing,Accessories",Pricey,3.5 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"172 Geary StSan Francisco, CA 94108",(415) 677-9004,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2094,Whole Foods Market Noe Valley,http://www.yelp.com/ /biz/whole-foods-market-noe-valley-san-francisco,"Grocery,Health Markets,Organic Stores",Pricey,3.0 star rating,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,"3950 24th StSan Francisco, CA 94114",(415) 282-4700,Yes,Yes,Yes,Private Lot,Yes,,,,,No,,,,,,,Beer & Wine Only,,,
2095,The Hound Clothiers,http://www.yelp.com/ /biz/the-hound-clothiers-san-francisco,Men's Clothing,Pricey,4.0 star rating,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-5:30 pm,Closed,"140 Sutter StSan Francisco, CA 94104",(415) 989-0429,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2096,Diva International,http://www.yelp.com/ /biz/diva-international-san-francisco,"Hair Salons,Cosmetics & Beauty Supply",Pricey,3.5 star rating,10:00 am-6:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-4:00 pm,Closed,"1 Market PlzSan Francisco, CA 94105",(415) 543-8444,,Yes,No,Street,Yes,,,,,,,No,,,,,,,,
2097,Wingtip,http://www.yelp.com/ /biz/wingtip-san-francisco,"Men's Clothing,Department Stores,Social Clubs",Pricey,4.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"550 Montgomery StSan Francisco, CA 94111",(415) 765-0993,,Yes,Yes,Street,Yes,,,,,,,No,,,,,,,,
2098,Marina Cleaners,http://www.yelp.com/ /biz/marina-cleaners-san-francisco-2,"Dry Cleaning & Laundry,Shoe Repair,Sewing & Alterations",Pricey,3.5 star rating,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-7:00 pm,9:00 am-5:00 pm,Closed,"3717 Buchanan StSan Francisco, CA 94123",(415) 931-3444,,Yes,,Street,Yes,,No,,,,,,,,,,,,,
2099,Onassis,http://www.yelp.com/ /biz/onassis-san-francisco,Men's Clothing,Pricey,4.0 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-7:00 pm,,(415) 281-8888,,Yes,,Garage,Yes,,,,,,,,,,,,,,,
2100,Bath Sense,http://www.yelp.com/ /biz/bath-sense-san-francisco,Gift Shops,Pricey,4.0 star rating,Closed,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,Closed,"412 Presidio AveSan Francisco, CA 94115",(415) 795-3459,,Yes,,Street,,,,,,,,,,,,,,,,
2101,Cal-Mart Supermarket,http://www.yelp.com/ /biz/cal-mart-supermarket-san-francisco-2,Grocery,Pricey,3.5 star rating,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,8:30 am-6:30 pm,"3585 California StSan Francisco, CA 94118",(415) 751-3516,Yes,Yes,Yes,Private Lot,Yes,,,,,,,,,,,,,,,
2102,Fat City,http://www.yelp.com/ /biz/fat-city-san-francisco,"Bars,Music Venues",Pricey,2.5 star rating,,,,,,,,"314 11th StSan Francisco, CA 94103",(415) 861-2890,,No,,Street,,No,,,,,,No,Yes,,,,Full Bar,,,
2103,Jo Malone,http://www.yelp.com/ /biz/jo-malone-san-francisco,Shopping,Pricey,4.5 star rating,,,,,,,,"Saks Fifth AveSan Francisco, CA 94108",,,Yes,,,,,,,,,,,,,,,,,,
2104,Apparel City Sewing Machine,http://www.yelp.com/ /biz/apparel-city-sewing-machine-san-francisco,"Appliances & Repair,Appliances",Pricey,3.5 star rating,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,9:00 am-1:00 pm,Closed,"1330 Howard StSan Francisco, CA 94103",(415) 621-6660,,Yes,No,,,,,,,,,,,,,,,,,
2105,Sugarfina,http://www.yelp.com/ /biz/sugarfina-cow-hollow-san-francisco,"Candy Stores,Chocolatiers & Shops",Pricey,4.0 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-7:00 pm,"1837 Union StSan Francisco, CA 94123",(855) 784-2734,Yes,Yes,Yes,"Garage, Street",Yes,,,,,,,,,,,,,,,
2106,Kimpton Sir Francis Drake Hotel,http://www.yelp.com/ /biz/kimpton-sir-francis-drake-hotel-san-francisco,"Hotels,Venues & Event Spaces",Pricey,3.0 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"450 Powell StSan Francisco, CA 94102",(415) 392-7755,,Yes,No,,,,Free,,,,,,,,,,,,,
2107,Beastwares,http://www.yelp.com/ /biz/beastwares-san-francisco,Fashion,Pricey,5.0 star rating,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-12:00 am,Closed,Closed,"1811 Folsom StSan Francisco, CA 94103",,,,,,,,,,,,,,,,,,,,,
2108,Village Market,http://www.yelp.com/ /biz/village-market-san-francisco-2,"Specialty Food,Beer, Wine & Spirits",Pricey,4.0 star rating,,,,,,,,"One Ferry BldgSan Francisco, CA 94111",(415) 989-9200,Yes,Yes,,Street,Yes,,,,,,,,,,,,,,,
2109,Tarantula On Stilts Hair Bauhaus-IDIC,http://www.yelp.com/ /biz/tarantula-on-stilts-hair-bauhaus-idic-san-francisco,"Hair Extensions,Hair Stylists",Pricey,4.5 star rating,12:00 pm-5:00 pm,12:00 pm-5:00 pm,Closed,Closed,12:00 pm-5:00 pm,12:00 pm-5:00 pm,12:00 pm-5:00 pm,"4117 Judah StSan Francisco, CA 94122",(415) 999-4921,,No,No,Street,Yes,,,,,,,Yes,,,,,,,,
2110,Mission Grille,http://www.yelp.com/ /biz/mission-grille-san-francisco,American (Traditional),$31-60,3.0 star rating,6:30 am-10:00 am,6:30 am-10:00 am,6:30 am-10:00 am,6:30 am-10:00 am,6:30 am-10:00 am,6:30 am-10:00 am,6:30 am-10:00 am,"55 4th StSan Francisco, CA 94103",(415) 896-1600,No,Yes,,Garage,No,No,Paid,No,Yes,No,Breakfast,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
2111,San Francisco Florist,http://www.yelp.com/ /biz/san-francisco-florist-san-francisco-2,Florists,Pricey,4.0 star rating,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,10:00 am-5:00 pm,Closed,"188 Spear StSan Francisco, CA 94105",(415) 778-6400,,Yes,,Street,Yes,,,,,Yes,,,,,,,,,,
2112,JCB Tasting Lounge,http://www.yelp.com/ /biz/jcb-tasting-lounge-san-francisco,"Beer, Wine & Spirits",Pricey,5.0 star rating,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-7:00 pm,"600 Stockton StSan Francisco, CA 94108",(415) 296-2329,No,Yes,,,Yes,,,,,,,,,,,,,,,
2113,Jigsaw London,http://www.yelp.com/ /biz/jigsaw-london-san-francisco,"Women's Clothing,Accessories,Shoe Stores",Pricey,3.5 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"2121 Fillmore StSan Francisco, CA 94115",(415) 931-5520,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2114,Ethos,http://www.yelp.com/ /biz/ethos-san-francisco,"Women's Clothing,Accessories",Pricey,4.5 star rating,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,Closed,,(415) 800-6707,,Yes,,"Garage, Street",,,,,,,,,,,,,,,,
2115,Hotel Zephyr,http://www.yelp.com/ /biz/hotel-zephyr-san-francisco,Hotels,Pricey,3.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"250 Beach StSan Francisco, CA 94133",(415) 617-6565,,Yes,No,,,,Free,,,,,,,,,,,,,
2116,Fossil Faux Studios,http://www.yelp.com/ /biz/fossil-faux-studios-san-francisco,"Building Supplies,Kitchen & Bath,Art Galleries",Pricey,5.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"1268 Folsom StSan Francisco, CA 94103",(415) 621-6484,,Yes,,Street,,,,,,,,,,,,,,,,
2117,Scotch &amp; Soda,http://www.yelp.com/ /biz/scotch-and-soda-san-francisco-2,"Women's Clothing,Men's Clothing,Accessories",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-7:00 pm,"59 Grant AveSan Francisco, CA 94108",(415) 644-8334,,Yes,No,,Yes,,,,,,,,,,,,,,,
2118,Outside Lands Festival,http://www.yelp.com/ /biz/outside-lands-festival-san-francisco,"Music Venues,Festivals",Pricey,3.5 star rating,,,,,,,,"Golden Gate ParkSan Francisco, CA 94102",,,Yes,No,Street,Yes,Yes,,,,,,No,Yes,,Hipster,Very Loud,Full Bar,No,,
2119,John Varvatos,http://www.yelp.com/ /biz/john-varvatos-san-francisco,"Men's Clothing,Shoe Stores,Accessories",Pricey,3.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"152 Geary StSan Francisco, CA 94108",(415) 986-0138,,Yes,No,"Garage, Street",No,,,,,,,,,,,,,,,
2120,Ashley Morgan Designs,http://www.yelp.com/ /biz/ashley-morgan-designs-san-francisco,"Jewelry,Bridal",Pricey,5.0 star rating,9:30 am-4:30 pm,9:30 am-4:30 pm,9:30 am-4:30 pm,9:30 am-4:30 pm,9:30 am-4:30 pm,Closed,Closed,"210 Post StSan Francisco, CA 94108",(415) 205-6228,,Yes,,,,,,,,,,,,,,,,,,
2121,Rand + Statler,http://www.yelp.com/ /biz/rand-statler-san-francisco,"Accessories,Women's Clothing,Men's Clothing",Pricey,3.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"425 Hayes StSan Francisco, CA 94102",(415) 634-0881,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2122,Dolby Chadwick Gallery,http://www.yelp.com/ /biz/dolby-chadwick-gallery-san-francisco,Art Galleries,Pricey,4.0 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,11:00 am-5:00 pm,Closed,,(415) 956-3560,,Yes,,,,,,,,,,No,,,,,,,,
2123,Luna Boutique,http://www.yelp.com/ /biz/luna-boutique-san-francisco,Women's Clothing,Pricey,4.0 star rating,10:30 am-6:30 pm,10:30 am-6:30 pm,10:30 am-6:30 pm,10:30 am-6:30 pm,10:30 am-6:30 pm,10:30 am-6:30 pm,12:00 pm-5:00 pm,"3490 Sacramento StSan Francisco, CA 94118",(415) 359-0198,,Yes,,Street,No,,,,,,,,,,,,,,,
2124,Sunglass Hut,http://www.yelp.com/ /biz/sunglass-hut-san-francisco-14,"Eyewear & Opticians,Accessories",Pricey,3.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"511 Castro StSan Francisco, CA 94114",(415) 522-0258,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2125,Davis Foot Comfort Center,http://www.yelp.com/ /biz/davis-foot-comfort-center-san-francisco,"Health & Medical,Shoe Stores",Pricey,5.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-7:00 pm,9:00 am-5:00 pm,Closed,Closed,"3921 Judah StSan Francisco, CA 94122",(415) 661-8705,,Yes,No,Street,Yes,,,,,,,,,,,,,,,
2126,Harajuku Hearts,http://www.yelp.com/ /biz/harajuku-hearts-san-francisco,"Women's Clothing,Men's Clothing,Accessories",Pricey,4.0 star rating,11:00 am-7:00 pm,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"15 Kearny StSan Francisco, CA 94108",(415) 788-0862,,Yes,No,Street,Yes,,,,,,,,,,,,,,,
2127,Feinstein’s at the Nikko,http://www.yelp.com/ /biz/feinsteins-at-the-nikko-san-francisco,"Piano Bars,Music Venues,Performing Arts",Pricey,3.5 star rating,Closed,Closed,5:30 pm-9:00 pm,6:30 pm-10:00 pm,6:30 pm-10:00 pm,5:30 pm-9:00 pm,5:30 pm-9:00 pm,"222 Mason StSan Francisco, CA 94102",(415) 394-1111,,Yes,,"Valet, Garage",No,No,,,,,,No,Yes,,"Classy, Upscale",Average,Full Bar,No,,
2128,Christine Jewelry,http://www.yelp.com/ /biz/christine-jewelry-san-francisco,Jewelry,Pricey,5.0 star rating,10:30 am-4:30 pm,10:30 am-4:30 pm,Closed,,,,,"888 Brannan StSan Francisco, CA 94103",(628) 400-5895,,Yes,,"Street, Private Lot",No,,,,,,,,,,,,,,,
2129,Rebecca Overmann Jewelry,http://www.yelp.com/ /biz/rebecca-overmann-jewelry-san-francisco,Jewelry,Pricey,5.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"1890 Bryant StSan Francisco, CA 94110",(415) 466-2992,,Yes,,,,,,,,,,,,,,,,,,
2130,Lisa Weaver,http://www.yelp.com/ /biz/lisa-weaver-san-francisco,Hair Salons,Pricey,4.5 star rating,,,,,,,,"659 Haight StreetSan Francisco, CA 94117",(415) 305-9532,,No,,,,,,,,,,,,,,,,,,
2131,giggle,http://www.yelp.com/ /biz/giggle-san-francisco,"Children's Clothing,Baby Gear & Furniture",Pricey,3.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"2110 Chestnut StSan Francisco, CA 94123",(415) 440-9034,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2132,Outfit Castro,http://www.yelp.com/ /biz/outfit-castro-san-francisco,Accessories,Pricey,3.5 star rating,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-11:00 pm,"463 Castro StSan Francisco, CA 94114",(415) 861-1157,,Yes,,Street,Yes,,,,,,,,,,,,,,,
2133,Inclusions Gallery,http://www.yelp.com/ /biz/inclusions-gallery-san-francisco,Art Galleries,Pricey,4.5 star rating,Closed,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-6:00 pm,"627 Cortland AveSan Francisco, CA 94110",(415) 817-1493,,Yes,,Street,Yes,,,,,,,No,,,,,,,,
2134,Vince,http://www.yelp.com/ /biz/vince-san-francisco,"Men's Clothing,Women's Clothing",Pricey,3.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,12:00 pm-6:00 pm,"36 Geary StSan Francisco, CA 94108",(415) 951-0771,,Yes,,Street,No,,,,,,,,,,,,,,,
2135,Rare Sparrow Floral Design,http://www.yelp.com/ /biz/rare-sparrow-floral-design-san-francisco,"Party & Event Planning,Florists",Pricey,5.0 star rating,,,,,,,,"San Francisco, CA 94121",(415) 663-6797,,Yes,,,,,,,,Yes,,,,,,,,,,
2136,Executive Chef,http://www.yelp.com/ /biz/executive-chef-san-francisco-3,"Party & Event Planning,Personal Chefs,Cooking Classes",Pricey,5.0 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,Closed,Closed,"San Francisco, CA 94104",(800) 975-6844,,Yes,No,,,,,,,,,,,,,,,,,
2137,Sohn’s French Cleaners,http://www.yelp.com/ /biz/sohns-french-cleaners-san-francisco-3,Dry Cleaning & Laundry,Pricey,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:30 am-5:00 pm,Closed,"2330 Market StSan Francisco, CA 94114",(415) 864-6500,,Yes,No,,Yes,,No,,,,,,,,,,,,,
2138,Botanica Los Suenos,http://www.yelp.com/ /biz/botanica-los-suenos-san-francisco,Shopping,Pricey,4.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,"3274 23rd StSan Francisco, CA 94110",(415) 642-1870,,,No,,No,,,,,,,,,,,,,,,
2139,Hotel Nikko San Francisco - Temp. CLOSED,http://www.yelp.com/ /biz/hotel-nikko-san-francisco-san-francisco-2,Hotels,Pricey,4.0 star rating,,,,,,,,"222 Mason StSan Francisco, CA 94102",(415) 394-1111,,Yes,No,,,,Paid,,,,,,,,,,,,,
2140,Teavana,http://www.yelp.com/ /biz/teavana-san-francisco-3,Coffee & Tea,Pricey,3.0 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,11:00 am-6:00 pm,"3251 20th AveSan Francisco, CA 94132",(415) 682-8517,Yes,Yes,No,Garage,Yes,No,Free,,,,,,,,,,,,,
2141,Torso Vintages,http://www.yelp.com/ /biz/torso-vintages-san-francisco,"Used, Vintage & Consignment,Women's Clothing,Men's Clothing",Pricey,3.5 star rating,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,Closed,"290 Sutter StSan Francisco, CA 94108",(415) 391-3166,,Yes,Yes,Street,No,,,,,,,,,,,,,,,
2142,Hotel Whitcomb Restaurant,http://www.yelp.com/ /biz/hotel-whitcomb-restaurant-san-francisco,"Bars,American (Traditional),Piano Bars",$31-60,2.5 star rating,,,,,,,,"1231 Market StSan Francisco, CA 94103",(415) 626-8000,No,Yes,,,No,No,,,Yes,No,,No,Yes,Casual,Casual,,Full Bar,Yes,Yes,
2143,Love Projects,http://www.yelp.com/ /biz/love-projects-san-francisco,Men's Clothing,Pricey,5.0 star rating,10:00 am-7:00 pm,Closed,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,12:00 pm-7:00 pm,"San Francisco, CA 94102",(415) 218-1788,,Yes,,Street,,,,,,,,,,,,,,,,
2144,Incline Gallery,http://www.yelp.com/ /biz/incline-gallery-san-francisco,Art Galleries,Pricey,4.5 star rating,,,,,,,,"766 Valencia StSan Francisco, CA 94110",,,Yes,,,,,,,,,,Yes,,,,,,,,
2145,Clarks Shoes,http://www.yelp.com/ /biz/clarks-shoes-san-francisco,Shoe Stores,Pricey,4.5 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,12:00 pm-6:00 pm,"3251 20th AveSan Francisco, CA 94132",(415) 566-1187,,Yes,,Garage,No,,,,,,,,,,,,,,,
2146,Guerrero Hill Market,http://www.yelp.com/ /biz/guerrero-hill-market-san-francisco,"Grocery,Beer, Wine & Spirits",Pricey,4.5 star rating,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-11:30 pm,10:00 am-11:30 pm,10:00 am-10:00 pm,"3398 22nd StSan Francisco, CA 94110",(415) 285-2030,,Yes,,Street,,,,,,,,,,,,,,,,
2147,Verizon,http://www.yelp.com/ /biz/verizon-wireless-san-francisco-42,"Mobile Phones,Electronics,Mobile Phone Accessories",Pricey,3.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,11:00 am-6:00 pm,"1 Daniel Burnham CtSan Francisco, CA 94109",(415) 351-1700,,Yes,Yes,Street,Yes,,,,,,,,,,,,,,,
2148,The Battery,http://www.yelp.com/ /biz/the-battery-san-francisco,"Venues & Event Spaces,Hotels,Social Clubs",Pricey,3.5 star rating,,,,,,,,"717 Battery StSan Francisco, CA 94111",(415) 230-8000,,Yes,No,,,,Free,,,,,No,,,,,,,,
2149,Tower Cleaners,http://www.yelp.com/ /biz/tower-cleaners-san-francisco,Dry Cleaning & Laundry,Pricey,3.5 star rating,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,8:00 am-6:00 pm,Closed,"621 Portola DrSan Francisco, CA 94127",(415) 731-8937,,Yes,,Street,,,,,,,,,,,,,,,,
2150,Cadence Chocolates,http://www.yelp.com/ /biz/cadence-chocolates-san-francisco,Chocolatiers & Shops,Pricey,5.0 star rating,,,,,,,,"San Francisco, CA 94110",(415) 890-3738,Yes,Yes,No,,No,,,,,,,,,,,,,,,
2151,Oliver Tattoos,http://www.yelp.com/ /biz/oliver-tattoos-san-francisco-3,Tattoo,Pricey,4.5 star rating,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,"1309 20th AveSan Francisco, CA 94122",(415) 753-9648,,No,,Street,No,,,,,,,,,,,,,,,
