id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
1952,Colorist Britney Ketchie at Patrick Evan Salon,http://www.yelp.com/ /biz/colorist-britney-ketchie-at-patrick-evan-salon-san-francisco,Hair Stylists,Pricey,5.0 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-5:00 pm,Closed,"55 Grant AveSan Francisco, CA 94108",(415) 421-1111,,,,,,,,,,,,,,,,,,,,
1953,Jackie Conlin - Personal Image Consultant,http://www.yelp.com/ /biz/jackie-conlin-personal-image-consultant-san-francisco,Personal Shopping,Pricey,5.0 star rating,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,,(415) 505-5399,,,,Yes,,,,,,,,,,,,,,,,
1954,JA’s Razor Club,http://www.yelp.com/ /biz/jas-razor-club-san-francisco,Men's Hair Salons,Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,Closed,"152 Geary StSan Francisco, CA 94108",(415) 398-2707,,,,Yes,No,,"Garage, Street",Yes,No,,,,,,,,,,,
1955,Joie,http://www.yelp.com/ /biz/joie-san-francisco,Women's Clothing,Pricey,4.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"2116 Fillmore StSan Francisco, CA 94115",(415) 400-0367,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1956,Camper,http://www.yelp.com/ /biz/camper-san-francisco,Shoe Stores,Pricey,4.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"39 Grant AveSan Francisco, CA 94108",(415) 296-1005,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1957,Haight Fillmore Whole Foods,http://www.yelp.com/ /biz/haight-fillmore-whole-foods-san-francisco-2,Grocery,Pricey,4.0 star rating,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-11:00 pm,8:00 am-11:00 pm,8:00 am-10:00 pm,"503 Haight StSan Francisco, CA 94117",(415) 552-6077,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1958,InterContinental Mark Hopkins,http://www.yelp.com/ /biz/intercontinental-mark-hopkins-san-francisco-2,Hotels,Pricey,3.5 star rating,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,"999 California StSan Francisco, CA 94108",(415) 392-3434,,,,Yes,No,,,,,,,,,,,Paid,,,,
1959,Valencia Whole Foods,http://www.yelp.com/ /biz/valencia-whole-foods-san-francisco-2,"Health Markets,Grocery",Pricey,3.5 star rating,8:00 am-9:00 pm,8:00 am-9:00 pm,8:00 am-9:00 pm,8:00 am-9:00 pm,8:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"999 Valencia StSan Francisco, CA 94110",(415) 285-0231,,,Yes,Yes,,,Street,Yes,,,,,,,,,,,,
1960,Aura Skin Spa,http://www.yelp.com/ /biz/aura-skin-spa-san-francisco,"Skin Care,Medical Spas",Pricey,4.0 star rating,Closed,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-5:00 pm,Closed,"118 Columbus AveSan Francisco, CA 94133",(415) 788-3800,,,,Yes,No,,"Garage, Street",Yes,,,,,,,,,,,,
1961,Calvin Tran,http://www.yelp.com/ /biz/calvin-tran-san-francisco,Women's Clothing,Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"1942 Fillmore StSan Francisco, CA 94115",(415) 441-1402,,,,Yes,,,Street,,,,,,,,,,,,,
1962,Palace Hotel,http://www.yelp.com/ /biz/palace-hotel-san-francisco,Hotels,Pricey,3.5 star rating,,,,,,,,"2 New Montgomery StSan Francisco, CA 94105",(415) 512-1111,,,,Yes,No,,,,,,,,,,,Paid,,,,
1963,Ver Unica,http://www.yelp.com/ /biz/ver-unica-san-francisco,"Women's Clothing,Used, Vintage & Consignment",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"526 Hayes StreetSan Francisco, CA 94102",(415) 621-6259,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1964,McEvoy Ranch,http://www.yelp.com/ /biz/mcevoy-ranch-san-francisco-2,Specialty Food,Pricey,4.5 star rating,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,8:00 am-6:00 pm,10:00 am-5:00 pm,"1 Ferry Bldg PlzSan Francisco, CA 94111",(415) 291-7224,,,Yes,Yes,Yes,,Street,Yes,,,,,,,,,,,,
1965,Union Gent Haircutters,http://www.yelp.com/ /biz/union-gent-haircutters-san-francisco,Barbers,Pricey,4.0 star rating,Closed,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,9:00 am-2:00 pm,Closed,"1957 Union StSan Francisco, CA 94123",(415) 567-1090,,,,Yes,,,"Garage, Street",Yes,,,,,,,,,,,,
1966,Mollie Stone’s,http://www.yelp.com/ /biz/mollie-stones-san-francisco-5,"Grocery,Fruits & Veggies",Pricey,3.5 star rating,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,"4201 18th StSan Francisco, CA 94114",(415) 255-8959,,,Yes,Yes,No,,Garage,Yes,,,,,,,,,,,,
1967,Apple Store,http://www.yelp.com/ /biz/apple-store-san-francisco-3,"Computers,Mobile Phones,IT Services & Computer Repair",Pricey,3.5 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,11:00 am-7:00 pm,"2125 Chestnut StSan Francisco, CA 94123",(415) 848-4445,,,,Yes,Yes,,Street,Yes,,,,,,,,,,,,
1968,Marine Layer,http://www.yelp.com/ /biz/marine-layer-san-francisco,"Women's Clothing,Men's Clothing,Accessories",Pricey,4.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-7:00 pm,"498 Octavia StSan Francisco, CA 94102",(415) 829-7519,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1969,Canyon Beachwear,http://www.yelp.com/ /biz/canyon-beachwear-san-francisco,"Women's Clothing,Swimwear",Pricey,4.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"1728 Union StSan Francisco, CA 94123",(415) 885-5070,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1970,Lucky Brand Jeans - SF Centre,http://www.yelp.com/ /biz/lucky-brand-jeans-sf-centre-san-francisco,"Women's Clothing,Men's Clothing,Accessories",Pricey,4.0 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,11:00 am-7:00 pm,,(415) 281-9020,,,,Yes,No,,"Garage, Street",No,,,,,,,,,,,,
1971,Bocados,http://www.yelp.com/ /biz/bocados-san-francisco-2,Food Delivery Services,Pricey,5.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,,(415) 515-4771,,,No,Yes,,,,No,,,,,,,,,,,,
1972,Golden Gate Obstetrics &amp; Gynecology,http://www.yelp.com/ /biz/golden-gate-obstetrics-and-gynecology-san-francisco-3,"Obstetricians & Gynecologists,Medical Spas,Laser Hair Removal",Pricey,4.0 star rating,8:30 am-4:30 pm,8:30 am-4:30 pm,8:30 am-4:30 pm,8:30 am-4:30 pm,8:30 am-4:30 pm,Closed,Closed,"1725 Montgomery StSan Francisco, CA 94111",(415) 666-1250,,,,Yes,,,,Yes,,,,,,,,,,,,
1973,Sunhee Moon,http://www.yelp.com/ /biz/sunhee-moon-san-francisco-2,Women's Clothing,Pricey,3.5 star rating,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-6:00 pm,12:00 pm-6:00 pm,"3167 16th StSan Francisco, CA 94103",(415) 355-1800,,,,Yes,No,,Street,No,,,,,,,,,,,,
1974,Kate Spade New York,http://www.yelp.com/ /biz/kate-spade-new-york-san-francisco,Accessories,Pricey,4.0 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,11:00 am-7:00 pm,,(415) 222-9638,,,,Yes,,,Garage,Yes,,,,,,,,,,,,
1975,PUBLIC Bikes + Gear - San Francisco,http://www.yelp.com/ /biz/public-bikes-gear-san-francisco-san-francisco,Bikes,Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"549 Hayes StSan Francisco, CA 94102",(415) 688-4000,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1976,Minimal,http://www.yelp.com/ /biz/minimal-san-francisco-2,"Home Decor,Jewelry",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"364 Hayes StSan Francisco, CA 94102",(415) 400-5572,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1977,Britex Fabrics,http://www.yelp.com/ /biz/britex-fabrics-san-francisco,Fabric Stores,Pricey,3.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"146 Geary StSan Francisco, CA 94108",(415) 392-2910,,,,Yes,No,,Street,No,,,,,,,,,,,,
1978,Laura Mercier Counter,http://www.yelp.com/ /biz/laura-mercier-counter-san-francisco,Cosmetics & Beauty Supply,Pricey,4.0 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,11:00 am-8:00 pm,,(415) 856-5300,,,,Yes,,,Garage,,,,,,,,,,,,,
1979,479 Degrees,http://www.yelp.com/ /biz/479-degrees-san-francisco,Specialty Food,Pricey,4.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"3450 Sacramento StSan Francisco, CA 94118",(888) 479-9866,,,,Yes,,,,,,,,,,,,,,,,
1980,Delancey Street Christmas Tree Lot,http://www.yelp.com/ /biz/delancey-street-christmas-tree-lot-san-francisco-6,Christmas Trees,Pricey,4.5 star rating,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,"Embarcadero &amp; Bryant StreetSan Francisco, CA 94105",(415) 512-7419,,,,No,,,Private Lot,Yes,,,,,,,,,,,,
1981,Bulo Shoes,http://www.yelp.com/ /biz/bulo-shoes-san-francisco,"Shoe Stores,Accessories",Pricey,3.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"418 Hayes StSan Francisco, CA 94102",(415) 255-4939,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1982,Sunhee Moon,http://www.yelp.com/ /biz/sunhee-moon-san-francisco-4,"Women's Clothing,Accessories",Pricey,4.0 star rating,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-6:00 pm,11:30 am-6:00 pm,"1833 Fillmore StSan Francisco, CA 94115",(415) 928-1800,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1983,Jon’s School of Music,http://www.yelp.com/ /biz/jons-school-of-music-san-francisco,Musical Instruments & Teachers,Pricey,4.5 star rating,,,,,,,,"4150 Balboa StSan Francisco, CA 94121",(415) 971-5435,,,,,,,,,,,,,,,,,,,,
1984,Fraenkel Gallery,http://www.yelp.com/ /biz/fraenkel-gallery-san-francisco,Art Galleries,Pricey,4.0 star rating,Closed,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,11:00 am-5:00 pm,Closed,"49 Geary StSan Francisco, CA 94108",(415) 981-2661,,,,Yes,,,,Yes,No,,,,,,,,,,,
1985,Whole Foods Market Franklin,http://www.yelp.com/ /biz/whole-foods-market-franklin-san-francisco,"Grocery,Health Markets,Organic Stores",Pricey,3.5 star rating,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,"1765 California StreetSan Francisco, CA 94109",(415) 674-0500,,Yes,Yes,Yes,No,,Garage,Yes,,,,,,Beer & Wine Only,,,,,,
1986,Ying Hobbies &amp; Toys,http://www.yelp.com/ /biz/ying-hobbies-and-toys-san-francisco,"Music & DVDs,Toy Stores,Hobby Shops",Pricey,4.5 star rating,1:00 pm-6:30 pm,1:00 pm-6:30 pm,1:00 pm-6:30 pm,1:00 pm-6:30 pm,1:00 pm-6:30 pm,1:00 pm-6:30 pm,1:00 pm-6:30 pm,"63 Wentworth PlSan Francisco, CA 94108",(415) 986-6787,,,,Yes,,,Street,,,,,,,,,,,,,
1987,Daffodil,http://www.yelp.com/ /biz/daffodil-san-francisco,"Breakfast & Brunch,American (Traditional)",$31-60,3.0 star rating,6:00 am-1:30 pm5:00 pm-9:00 pm,6:00 am-1:30 pm5:00 pm-9:00 pm,6:00 am-1:30 pm5:00 pm-9:00 pm,6:00 am-1:30 pm5:00 pm-9:00 pm,6:00 am-1:30 pm5:00 pm-9:00 pm,7:00 am-2:00 pm5:00 pm-9:00 pm,7:00 am-2:00 pm5:00 pm-9:00 pm,"665 Bush StSan Francisco, CA 94108",(415) 343-0310,Yes,No,Yes,Yes,,Dinner,"Valet, Street",,No,Yes,Casual,,Average,Full Bar,No,No,No,Yes,No,
1988,Emporio Armani Boutique,http://www.yelp.com/ /biz/emporio-armani-boutique-san-francisco,"Men's Clothing,Women's Clothing,Accessories",Pricey,4.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-7:00 pm,12:00 pm-6:00 pm,"1 Grant AveSan Francisco, CA 94108",(415) 677-9400,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1989,CLub Monaco San Francisco - Women’s,http://www.yelp.com/ /biz/club-monaco-san-francisco-womens-san-francisco,Women's Clothing,Pricey,3.5 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,11:00 am-7:00 pm,"865 Market StSan Francisco, CA 94108",(415) 856-0828,,,,Yes,,,Garage,Yes,,,,,,,,,,,,
1990,Contrada,http://www.yelp.com/ /biz/contrada-san-francisco-2,"Pizza,Italian,Wine Bars",$31-60,4.0 star rating,5:30 pm-10:00 pm,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-1:00 am,5:30 pm-1:00 am,5:30 pm-10:00 pm,"2136 Union StSan Francisco, CA 94123",(415) 926-8916,No,No,No,Yes,No,Dinner,Street,No,Yes,Yes,Casual,,Average,Beer & Wine Only,Yes,No,Yes,Yes,No,
1991,Equinox Pine Street,http://www.yelp.com/ /biz/equinox-pine-street-san-francisco,"Gyms,Day Spas,Sports Clubs",Pricey,3.5 star rating,5:00 am-10:00 pm,5:00 am-10:00 pm,5:00 am-10:00 pm,5:00 am-10:00 pm,5:00 am-9:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,"301 Pine StSan Francisco, CA 94104",(415) 593-4000,,,,Yes,No,,,Yes,No,,,,,,,,,,,
1992,Bamboo,http://www.yelp.com/ /biz/bamboo-san-francisco,"Nail Salons,Skin Care",Pricey,4.0 star rating,10:30 am-7:00 pm,Closed,10:30 am-7:00 pm,10:30 am-7:00 pm,10:30 am-7:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,"2284B Union StSan Francisco, CA 94123",(415) 567-8812,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1993,Hyatt Regency San Francisco,http://www.yelp.com/ /biz/hyatt-regency-san-francisco-san-francisco-2,"Hotels,Venues & Event Spaces",Pricey,3.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"5 Embarcadero CtrSan Francisco, CA 94111",(415) 788-1234,,,,Yes,No,,,,,,,,,,,Free,,,,
1994,A Silvestri Co.,http://www.yelp.com/ /biz/a-silvestri-co-san-francisco-2,Nurseries & Gardening,Pricey,4.5 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,10:00 am-5:00 pm,Closed,"2629 Bayshore BlvdSan Francisco, CA 94134",(415) 239-5990,,,,Yes,,,Private Lot,Yes,,,,,,,,,,,,
1995,Urban Hardwoods Furniture,http://www.yelp.com/ /biz/urban-hardwoods-furniture-san-francisco-2,"Furniture Stores,Home Decor",Pricey,5.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,11:00 am-5:00 pm,"434 Post StSan Francisco, CA 94102",(415) 397-9663,,,,Yes,,,Street,No,,,,,,,,,,,,
1996,Sur La Table,http://www.yelp.com/ /biz/sur-la-table-san-francisco-3,"Kitchen & Bath,Specialty Food,Home Decor",Pricey,4.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,11:00 am-7:00 pm,,(415) 814-4691,,,No,Yes,,,,No,,,,,,,,,,,,
1997,Azalea,http://www.yelp.com/ /biz/azalea-san-francisco,"Men's Clothing,Women's Clothing,Accessories",Pricey,3.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"411 Hayes StSan Francisco, CA 94102",(415) 861-9888,,,,Yes,Yes,,"Garage, Street",Yes,,,,,,,,,,,,
1998,Anica Boutique,http://www.yelp.com/ /biz/anica-boutique-san-francisco,Women's Clothing,Pricey,4.5 star rating,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,11:00 am-6:00 pm,Closed,"2418 Polk StSan Francisco, CA 94109",(415) 447-2878,,,,Yes,,,Street,,,,,,,,,,,,,
1999,High Society,http://www.yelp.com/ /biz/high-society-san-francisco,"Women's Clothing,Men's Clothing",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,10:00 am-6:00 pm,"1969 B Union StreetSan Francisco, CA 94123",(415) 447-0447,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2000,Atelier Yarns,http://www.yelp.com/ /biz/atelier-yarns-san-francisco,"Arts & Crafts,Knitting Supplies",Pricey,3.5 star rating,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,Closed,"1945 Divisadero StSan Francisco, CA 94115",(415) 771-1550,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2001,CLIFT Hotel,http://www.yelp.com/ /biz/clift-hotel-san-francisco,"Hotels,Venues & Event Spaces",Pricey,3.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"495 Geary StSan Francisco, CA 94102",(415) 775-4700,,,,Yes,No,,,,,,,,,,,Paid,,,,
2002,Alba Ray’s,http://www.yelp.com/ /biz/alba-rays-san-francisco,"Cajun/Creole,Bars,Tapas/Small Plates",$31-60,4.5 star rating,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-12:00 am,5:30 pm-12:00 am,5:30 pm-11:00 pm,"2293 Mission StSan Francisco, CA 94110",(415) 872-9409,Yes,Yes,Yes,Yes,No,,,,No,Yes,Casual,Casual,Average,Full Bar,No,No,No,Yes,Yes,
2003,Bazaar Bizarre,http://www.yelp.com/ /biz/bazaar-bizarre-san-francisco-2,Arts & Crafts,Pricey,4.0 star rating,Closed,Closed,Closed,Closed,Closed,12:00 pm-5:00 pm,12:00 pm-6:00 pm,"620 Seventh StSan Francisco, CA 94103",,,,,Yes,,,"Garage, Street, Private Lot",,,,,,,,,,,,,
2004,Patagonia- San Francisco,http://www.yelp.com/ /biz/patagonia-san-francisco-san-francisco-2,"Outdoor Gear,Sports Wear",Pricey,4.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"770 N Point StSan Francisco, CA 94109",(415) 771-2050,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
2005,The Nine Studios,http://www.yelp.com/ /biz/the-nine-studios-san-francisco-2,"Photography Stores & Services,Venues & Event Spaces",Pricey,5.0 star rating,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,"349 9th StSan Francisco, CA 94103",(415) 252-8551,,,,Yes,,,"Valet, Street, Private Lot",No,,,,,,,,,,,,
2006,Parc 55 San Francisco - A Hilton Hotel,http://www.yelp.com/ /biz/parc-55-san-francisco-a-hilton-hotel-san-francisco,Hotels,Pricey,3.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"55 Cyril Magnin StSan Francisco, CA 94102",(415) 392-8000,,,,Yes,No,,,,,,,,,,,Paid,,,,
2007,Paul Mahder Gallery,http://www.yelp.com/ /biz/paul-mahder-gallery-san-francisco,"Art Galleries,Framing",Pricey,4.5 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,1:00 pm-5:00 pm,"3424 Sacramento StSan Francisco, CA 94118",(415) 474-7707,,,,Yes,,,Street,Yes,No,,,,,,,,,,,
2008,Bridal Galleria,http://www.yelp.com/ /biz/bridal-galleria-san-francisco,Bridal,Pricey,4.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-6:00 pm,Closed,"3 Embarcadero CtrSan Francisco, CA 94111",(415) 362-2277,,,,Yes,,,"Garage, Validated",Yes,,,,,,,,,,,,
2009,The Natural Mattress Store,http://www.yelp.com/ /biz/the-natural-mattress-store-san-francisco,Mattresses,Pricey,4.5 star rating,11:00 am-7:00 pm,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"1243 Sutter StSan Francisco, CA 94109",(415) 614-2220,,,,Yes,,,Street,,,,,,,,,,,,,
2010,lucy Activewear,http://www.yelp.com/ /biz/lucy-activewear-san-francisco,"Women's Clothing,Accessories,Sports Wear",Pricey,4.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"1974 Union St.San Francisco, CA 94123",(415) 292-6274,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2011,Zaza Nail Spa,http://www.yelp.com/ /biz/zaza-nail-spa-san-francisco,"Nail Salons,Skin Care,Eyelash Service",Pricey,3.5 star rating,11:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-6:00 pm,"543 2nd StSan Francisco, CA 94107",(415) 495-6292,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
2012,Chiu’s Acupuncture &amp; Dr Jenny’s Dermatology Skin Care,http://www.yelp.com/ /biz/chius-acupuncture-and-dr-jennys-dermatology-skin-care-san-francisco,"Acupuncture,Skin Care",Pricey,4.5 star rating,9:30 am-5:30 pm,Closed,9:30 am-5:30 pm,Closed,Closed,9:30 am-5:30 pm,Closed,"323 6th AveSan Francisco, CA 94118",(415) 668-6789,,,,Yes,,,Street,,,,,,,,,,,,,
2013,Deluxe Cleaners,http://www.yelp.com/ /biz/deluxe-cleaners-san-francisco,Dry Cleaning & Laundry,Pricey,4.0 star rating,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,8:00 am-5:00 pm,Closed,"2965 Laguna StSan Francisco, CA 94123",(415) 885-1172,,,,Yes,,,Street,No,,,,,,,,,,,,
2014,Skinworx,http://www.yelp.com/ /biz/skinworx-san-francisco,"Skin Care,Cosmetics & Beauty Supply",Pricey,4.5 star rating,Closed,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-6:00 pm,12:00 pm-5:00 pm,"2102 Union StSan Francisco, CA 94123",(628) 888-1128,,,,Yes,,,,Yes,,,,,,,,,,,,
2015,West Coast Leather,http://www.yelp.com/ /biz/west-coast-leather-san-francisco,"Leather Goods,Women's Clothing,Men's Clothing",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-8:00 pm,12:00 pm-6:00 pm,"290 Sutter StSan Francisco, CA 94108",(415) 362-8300,,,,Yes,Yes,,"Garage, Street",Yes,,,,,,,,,,,,
