id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
1066,The Lodge on Haight,https://www.yelp.com/ /biz/the-lodge-on-haight-san-francisco,American (Traditional),$11-30,4.5 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,10:30 am-9:00 pm,"400 Haight StreetSan Francisco, CA 94117",(415) 872-9502,No,No,Yes,Yes,Yes,"Brunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,No,
1067,Universal Cafe,https://www.yelp.com/ /biz/universal-cafe-san-francisco-5,"Breakfast & Brunch,American (New),Diners",$11-30,4.0 star rating,Closed,5:30 pm-9:00 pm,10:00 am-2:15 pm5:30 pm-9:00 pm,10:00 am-2:15 pm5:30 pm-9:00 pm,10:00 am-2:15 pm5:30 pm-10:00 pm,9:00 am-3:00 pm5:30 pm-10:00 pm,9:00 am-3:00 pm,"2814 19th StSan Francisco, CA 94110",(415) 821-4608,Yes,No,Yes,Yes,No,Brunch,Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,Yes,
1068,NightLife,https://www.yelp.com/ /biz/nightlife-san-francisco-4,"Museums,Bars",Moderate,4.0 star rating,Closed,Closed,Closed,6:00 pm-10:00 pm,Closed,Closed,Closed,"55 Music Concourse DrSan Francisco, CA 94118",(415) 379-8000,No,,,Yes,No,,Street,Yes,No,Yes,,Casual,Loud,Full Bar,No,,No,,,
1069,Mi Lindo Peru,https://www.yelp.com/ /biz/mi-lindo-peru-san-francisco-3,Peruvian,$11-30,4.0 star rating,11:30 am-2:30 pm5:00 pm-9:00 pm,11:30 am-2:30 pm5:00 pm-9:00 pm,11:30 am-2:30 pm5:00 pm-9:00 pm,11:30 am-2:30 pm5:00 pm-9:00 pm,11:30 am-2:30 pm5:00 pm-9:00 pm,12:00 pm-4:00 pm5:00 pm-9:00 pm,12:00 pm-4:00 pm5:00 pm-9:00 pm,"3226 Mission StSan Francisco, CA 94110",(415) 642-4897,No,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1070,Fable,https://www.yelp.com/ /biz/fable-san-francisco,American (New),$11-30,4.0 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,11:00 am-2:00 pm5:00 pm-10:00 pm,11:00 am-2:00 pm5:00 pm-9:00 pm,"558 Castro StSan Francisco, CA 94114",(415) 590-2404,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1071,Third Rail,https://www.yelp.com/ /biz/third-rail-san-francisco,Cocktail Bars,Moderate,4.5 star rating,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-12:00 am,"628 20th StSan Francisco, CA 94107",(415) 252-7966,No,,,Yes,Yes,,Street,Yes,,Yes,,Hipster,Average,Full Bar,No,,Yes,,,
1072,Waystone,https://www.yelp.com/ /biz/waystone-san-francisco-2,"Salad,Sandwiches,Wine Bars",$11-30,5.0 star rating,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,1:00 pm-8:00 pm,1:00 pm-6:00 pm,"992 Market StSan Francisco, CA 94102",(628) 444-3323,No,No,Yes,Yes,,,,Yes,No,Yes,Casual,,,Beer & Wine Only,Yes,Free,No,,,
1073,Garaje,https://www.yelp.com/ /biz/garaje-san-francisco,"Mexican,Burgers,Gastropubs",$11-30,4.5 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,5:00 pm-10:00 pm,Closed,"475 3rd StSan Francisco, CA 94107",(415) 644-0838,No,No,Yes,No,No,"Lunch, Dinner",Street,No,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,No,No
1074,PianoFight,https://www.yelp.com/ /biz/pianofight-san-francisco,"Bars,American (New),Performing Arts",$11-30,4.5 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-10:00 pm,"144 Taylor StSan Francisco, CA 94102",(415) 816-3691,No,No,No,Yes,No,"Dinner, Late Night",Street,Yes,No,Yes,Casual,,Average,Full Bar,No,Free,No,No,No,
1075,Etcetera Wine Bar,https://www.yelp.com/ /biz/etcetera-wine-bar-san-francisco,"Wine Bars,American (New),Tapas/Small Plates",$11-30,4.0 star rating,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-1:30 am,5:00 pm-1:30 am,5:00 pm-11:00 pm,"795 Valencia StSan Francisco, CA 94110",(415) 926-5477,No,No,No,Yes,No,"Dinner, Late Night",Street,Yes,No,Yes,Casual,Intimate,Average,Beer & Wine Only,Yes,Free,No,Yes,No,
1076,New Eritrea Restaurant &amp; Bar,https://www.yelp.com/ /biz/new-eritrea-restaurant-and-bar-san-francisco,"Ethiopian,Vegetarian",$11-30,4.0 star rating,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-9:00 pm,"907 Irving StSan Francisco, CA 94122",(415) 681-1288,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,Yes,Yes,
1077,Nabe,https://www.yelp.com/ /biz/nabe-san-francisco-3,"Hot Pot,Japanese",$11-30,4.0 star rating,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-10:30 pm,"1325 9th AveSan Francisco, CA 94122",(415) 731-2658,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1078,Swan Oyster Depot,https://www.yelp.com/ /biz/swan-oyster-depot-san-francisco,Seafood,$11-30,4.0 star rating,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,10:30 am-5:30 pm,Closed,"1517 Polk StSan Francisco, CA 94109",(415) 673-1101,No,No,Yes,No,No,Lunch,Street,Yes,No,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1079,Molinari Delicatessen,https://www.yelp.com/ /biz/molinari-delicatessen-san-francisco,Delis,$11-30,4.5 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-5:30 pm,Closed,"373 Columbus AveSan Francisco, CA 94133",(415) 421-2337,No,No,Yes,Yes,No,Lunch,Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,No,Yes,
1080,Plow,https://www.yelp.com/ /biz/plow-san-francisco,"Breakfast & Brunch,American (New)",$11-30,4.0 star rating,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,8:00 am-2:00 pm,8:00 am-2:00 pm,"1299 18th StSan Francisco, CA 94107",(415) 821-7569,No,No,Yes,Yes,No,"Breakfast, Brunch",Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1081,Gialina Pizzeria,https://www.yelp.com/ /biz/gialina-pizzeria-san-francisco,"Pizza,Italian",$11-30,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:00 pm,"2842 Diamond StSan Francisco, CA 94131",(415) 239-8500,No,No,Yes,Yes,No,Dinner,Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1082,Chloe’s Cafe,https://www.yelp.com/ /biz/chloes-cafe-san-francisco,Breakfast & Brunch,$11-30,4.0 star rating,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,"1399 Church StSan Francisco, CA 94114",(415) 648-4116,No,No,Yes,Yes,No,"Breakfast, Brunch",Street,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,No,Yes,No,
1083,Chez Maman West,https://www.yelp.com/ /biz/chez-maman-west-san-francisco-2,"French,Burgers",$11-30,4.0 star rating,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,10:30 am-10:30 pm,10:30 am-10:30 pm,"401 Gough StSan Francisco, CA 94102",(415) 355-9067,No,No,Yes,Yes,No,Dinner,Street,No,No,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,Yes,No
1084,La Mediterranee,https://www.yelp.com/ /biz/la-mediterranee-san-francisco-7,"Mediterranean,Middle Eastern,Breakfast & Brunch",$11-30,4.0 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:30 pm,11:00 am-10:30 pm,11:00 am-9:00 pm,"288 Noe StSan Francisco, CA 94114",(415) 431-7210,No,Yes,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,Yes,
1085,Topsy’s Fun House,https://www.yelp.com/ /biz/topsys-fun-house-san-francisco,"Cocktail Bars,Lounges",Moderate,4.5 star rating,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,5:00 pm-2:00 am,2:00 pm-9:00 pm,"260 Kearny StSan Francisco, CA 94108",(415) 757-0290,Yes,,,Yes,No,,Street,Yes,,Yes,,Trendy,Average,Full Bar,Yes,,Yes,,,
1086,Maven,https://www.yelp.com/ /biz/maven-san-francisco,"American (New),Gastropubs,Cocktail Bars",$11-30,4.0 star rating,Closed,5:30 pm-11:30 pm,5:30 pm-11:30 pm,5:30 pm-11:30 pm,5:30 pm-11:30 pm,11:00 am-11:30 pm,11:00 am-2:30 pm,"598 Haight StSan Francisco, CA 94117",(415) 829-7982,No,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,No,
1087,Kazan,https://www.yelp.com/ /biz/kazan-san-francisco,"Japanese,Sushi Bars,Soup",$11-30,4.0 star rating,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-11:00 pm,12:30 pm-11:00 pm,12:30 pm-9:00 pm,"2809 24th StSan Francisco, CA 94110",(415) 282-2001,Yes,No,Yes,Yes,,,Street,Yes,Yes,Yes,Casual,,Average,Beer & Wine Only,No,No,No,Yes,Yes,
1088,PizzaHacker,https://www.yelp.com/ /biz/pizzahacker-san-francisco-4,Pizza,$11-30,4.0 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,"3299 Mission StSan Francisco, CA 94110",(415) 991-6911,No,Yes,Yes,Yes,No,Dinner,Street,No,Yes,Yes,Casual,"Hipster, Casual",Average,Beer & Wine Only,No,No,No,Yes,Yes,
1089,Sightglass Coffee,https://www.yelp.com/ /biz/sightglass-coffee-san-francisco,Coffee & Tea,Moderate,4.0 star rating,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,"270 7th StSan Francisco, CA 94103",(415) 861-1313,,,Yes,Yes,Yes,,Street,Yes,,,,,,,No,No,,,No,
1090,Indian Paradox,https://www.yelp.com/ /biz/indian-paradox-san-francisco-2,"Wine Bars,Indian",$11-30,4.5 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,4:00 pm-9:30 pm,"258 Divisadero StSan Francisco, CA 94117",(415) 593-5386,No,No,Yes,Yes,No,Dinner,Street,No,No,No,Casual,"Casual, Intimate",Quiet,Beer & Wine Only,No,No,No,Yes,No,
1091,Nopalito,https://www.yelp.com/ /biz/nopalito-san-francisco-3,"Mexican,Comfort Food,Gluten-Free",$11-30,4.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"1224 9th AveSan Francisco, CA 94122",(415) 233-9966,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,No,Yes,Yes,
1092,Sip Wine Bar,https://www.yelp.com/ /biz/sip-wine-bar-san-francisco-3,Wine Bars,Moderate,5.0 star rating,Closed,Closed,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,8:00 pm-2:00 am,Closed,"4704 Mission StSan Francisco, CA 94112",(628) 400-4065,Yes,,,Yes,No,,Street,No,,Yes,,"Trendy, Intimate, Classy",Quiet,Full Bar,No,,Yes,,,
1093,Le Cafe du Soleil,https://www.yelp.com/ /biz/le-cafe-du-soleil-san-francisco-3,"Coffee & Tea,Sandwiches,French",$11-30,4.0 star rating,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,8:00 am-9:00 pm,"200 Fillmore StSan Francisco, CA 94102",(415) 934-8637,No,No,Yes,Yes,No,"Breakfast, Lunch",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,No,No,No,
1094,Wish,https://www.yelp.com/ /biz/wish-san-francisco,"Lounges,Music Venues",Moderate,4.0 star rating,Closed,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,7:00 pm-2:00 am,Closed,"1539 Folsom StSan Francisco, CA 94103",(415) 496-9530,Yes,,,Yes,No,,Street,Yes,No,Yes,,,Average,Full Bar,No,,Yes,,,
1095,Corridor Cafe,https://www.yelp.com/ /biz/corridor-cafe-san-francisco-2,"Coffee & Tea,Sandwiches,Breakfast & Brunch",$11-30,4.5 star rating,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,8:00 am-2:00 pm,Closed,"100 Van Ness AveSan Francisco, CA 94102",(415) 400-4979,No,No,Yes,Yes,Yes,"Breakfast, Brunch",Street,Yes,Yes,No,Casual,Casual,Average,No,Yes,Free,No,No,Yes,
1096,San Tung,https://www.yelp.com/ /biz/san-tung-san-francisco-2,"Chinese,Korean,Asian Fusion",$11-30,4.0 star rating,11:00 am-3:00 pm5:00 pm-9:30 pm,11:00 am-3:00 pm5:00 pm-9:30 pm,Closed,11:00 am-3:00 pm5:00 pm-9:30 pm,11:00 am-3:00 pm5:00 pm-9:30 pm,11:00 am-3:00 pm5:00 pm-9:30 pm,11:00 am-3:00 pm5:00 pm-9:30 pm,"1031 Irving StSan Francisco, CA 94122",(415) 242-0828,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Loud,Beer & Wine Only,No,No,No,Yes,No,
1097,Smuggler’s Cove,https://www.yelp.com/ /biz/smugglers-cove-san-francisco,"Venues & Event Spaces,Tiki Bars,Cocktail Bars",Moderate,4.0 star rating,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,"650 Gough StSan Francisco, CA 94102",(415) 869-1900,No,,,Yes,No,,Street,Yes,,Yes,,Casual,Loud,Full Bar,No,,No,,,
1098,Trick Dog,https://www.yelp.com/ /biz/trick-dog-san-francisco,Cocktail Bars,Moderate,4.0 star rating,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,"3010 20th StSan Francisco, CA 94110",(415) 471-2999,No,,,Yes,No,,Street,Yes,,Yes,,Hipster,Loud,Full Bar,No,,No,,,
1099,24th Street Bar,https://www.yelp.com/ /biz/24th-street-bar-san-francisco,Cocktail Bars,Moderate,4.5 star rating,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,"3336 24th StSan Francisco, CA 94110",(415) 282-2440,No,,,Yes,No,,Street,Yes,,Yes,,Casual,Average,Full Bar,No,,Yes,,,
1100,DOSA on Valencia,https://www.yelp.com/ /biz/dosa-on-valencia-san-francisco,Indian,$11-30,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,11:00 am-3:00 pm5:30 pm-11:00 pm,11:00 am-3:00 pm5:30 pm-10:00 pm,"995 Valencia StSan Francisco, CA 94110",(415) 642-3672,Yes,Yes,Yes,Yes,No,Dinner,"Garage, Street",Yes,No,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,Yes,
1101,Domo,https://www.yelp.com/ /biz/domo-san-francisco,"Sushi Bars,Japanese",$11-30,4.0 star rating,12:00 pm-2:30 pm5:30 pm-10:00 pm,12:00 pm-2:30 pm5:30 pm-10:00 pm,12:00 pm-2:30 pm5:30 pm-10:00 pm,12:00 pm-2:30 pm5:30 pm-10:00 pm,12:00 pm-2:30 pm5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:00 pm,"511 Laguna StSan Francisco, CA 94102",(415) 861-8887,No,No,Yes,Yes,No,Dinner,Street,Yes,No,No,Casual,Intimate,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1102,Red Hill Station,https://www.yelp.com/ /biz/red-hill-station-san-francisco,Seafood,$11-30,4.5 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,"803 Cortland AveSan Francisco, CA 94110",(415) 757-0480,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1103,The Residence,https://www.yelp.com/ /biz/the-residence-san-francisco,Lounges,Moderate,4.0 star rating,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,"718 14th StSan Francisco, CA 94114",(415) 797-8866,No,,,No,No,,Street,Yes,,Yes,,Casual,Average,Full Bar,No,,Yes,,,
1104,BEL,https://www.yelp.com/ /biz/bel-san-francisco,"Belgian,Bars,Modern European",$11-30,4.5 star rating,Closed,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,Closed,"3215 Mission StSan Francisco, CA 94110",(415) 206-1000,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,Yes,No,
1105,Taylor Street Coffee Shop,https://www.yelp.com/ /biz/taylor-street-coffee-shop-san-francisco,"Breakfast & Brunch,Burgers,Sandwiches",$11-30,4.0 star rating,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,"375 Taylor StSan Francisco, CA 94102",(415) 567-4031,No,No,Yes,Yes,No,"Breakfast, Brunch",Street,Yes,Yes,No,Casual,Casual,Average,No,No,No,No,Yes,No,No
1106,Manora’s Thai Cuisine,https://www.yelp.com/ /biz/manoras-thai-cuisine-san-francisco,"Thai,Cocktail Bars",$11-30,4.0 star rating,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,5:30 pm-10:00 pm,Closed,"1600 Folsom StSan Francisco, CA 94103",(415) 861-6224,Yes,Yes,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,Yes,No,
1107,Delessio Market &amp; Bakery,https://www.yelp.com/ /biz/delessio-market-and-bakery-san-francisco,"Bakeries,Delis,Caterers",$11-30,4.0 star rating,7:00 am-7:30 pm,7:00 am-7:30 pm,7:00 am-7:30 pm,7:00 am-7:30 pm,7:00 am-7:30 pm,9:00 am-4:30 pm,9:00 am-4:30 pm,"1695 Market StSan Francisco, CA 94103",(415) 552-5559,No,No,Yes,Yes,No,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,No,,
1108,Repose Coffee Bar,https://www.yelp.com/ /biz/repose-coffee-bar-san-francisco,"Coffee & Tea,Bakeries,Donuts",Moderate,4.5 star rating,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,"262 Divisadero StSan Francisco, CA 94117",(415) 874-9110,,No,Yes,Yes,Yes,,Street,Yes,,,,,,,Yes,Free,,,,
1109,Okina Sushi,https://www.yelp.com/ /biz/okina-sushi-san-francisco,"Sushi Bars,Japanese",$11-30,4.0 star rating,Closed,Closed,Closed,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,Closed,"776 Arguello BlvdSan Francisco, CA 94118",(415) 387-8882,Yes,No,Yes,No,No,Dinner,Street,Yes,No,No,Casual,Intimate,Quiet,Beer & Wine Only,No,No,No,Yes,No,
1110,Leopold’s,https://www.yelp.com/ /biz/leopolds-san-francisco-2,"Austrian,Bars",$11-30,4.5 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:30 pm,11:00 am-2:30 pm5:30 pm-10:30 pm,11:00 am-2:30 pm5:30 pm-10:00 pm,"2400 Polk StSan Francisco, CA 94109",(415) 474-2000,No,No,No,Yes,,Dinner,Street,Yes,No,Yes,Casual,Casual,Very Loud,Beer & Wine Only,No,No,No,Yes,No,
1111,Mela Tandoori Kitchen,https://www.yelp.com/ /biz/mela-tandoori-kitchen-san-francisco-2,"Indian,Pakistani,Halal",$11-30,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,5:30 pm-10:00 pm,Closed,"536 Golden Gate AveSan Francisco, CA 94102",(415) 447-4041,Yes,Yes,Yes,Yes,No,Dinner,"Garage, Street",No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,Yes,Yes,
1112,Dottie’s True Blue Cafe,https://www.yelp.com/ /biz/dotties-true-blue-cafe-san-francisco,"American (Traditional),Breakfast & Brunch,Cafes",$11-30,4.0 star rating,7:30 am-3:00 pm,Closed,Closed,7:30 am-3:00 pm,7:30 am-3:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,"28 6th StSan Francisco, CA 94103",(415) 885-2767,No,No,Yes,Yes,No,"Breakfast, Brunch",Street,No,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1113,Brenda’s Meat &amp; Three,https://www.yelp.com/ /biz/brendas-meat-and-three-san-francisco-3,"Soul Food,Breakfast & Brunch,Southern",$11-30,4.0 star rating,8:00 am-10:00 pm,Closed,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,"919 Divisadero StSan Francisco, CA 94115",(415) 926-8657,No,No,Yes,Yes,No,Brunch,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1114,Little Baobab,https://www.yelp.com/ /biz/little-baobab-san-francisco-2,Senegalese,$11-30,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-12:00 am,5:30 pm-12:00 am,5:30 pm-10:00 pm,"3380 19th StSan Francisco, CA 94110",(415) 643-3558,Yes,No,Yes,No,No,Dinner,Street,Yes,No,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,No,
1115,Zam Zam,https://www.yelp.com/ /biz/zam-zam-san-francisco,Bars,Moderate,4.0 star rating,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,"1633 Haight StSan Francisco, CA 94117",(415) 861-2545,No,,,No,No,,Street,Yes,,No,,Divey,Average,Full Bar,No,,No,,,
1116,Lers Ros,https://www.yelp.com/ /biz/lers-ros-san-francisco-2,Thai,$11-30,4.0 star rating,11:00 am-4:00 pm5:00 pm-12:00 am,11:00 am-4:00 pm5:00 pm-12:00 am,11:00 am-4:00 pm5:00 pm-12:00 am,11:00 am-4:00 pm5:00 pm-12:00 am,11:00 am-4:00 pm5:00 pm-12:00 am,11:00 am-4:00 pm5:00 pm-12:00 am,11:00 am-4:00 pm5:00 pm-12:00 am,"730 Larkin StSan Francisco, CA 94109",(415) 931-6917,Yes,Yes,Yes,Yes,No,Dinner,"Garage, Street",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Yes,
1117,Elmira Rosticceria,https://www.yelp.com/ /biz/elmira-rosticceria-san-francisco,"Italian,American (Traditional),Breakfast & Brunch",$11-30,4.0 star rating,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,Closed,Closed,"154 McAllister StSan Francisco, CA 94102",(415) 551-7332,No,No,Yes,Yes,No,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,No,Yes,
1118,The Sycamore,https://www.yelp.com/ /biz/the-sycamore-san-francisco,Gastropubs,$11-30,4.0 star rating,11:30 am-12:00 am,11:30 am-12:00 am,11:30 am-12:00 am,11:30 am-12:00 am,11:30 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,"2140 Mission StSan Francisco, CA 94110",(415) 252-7704,No,No,Yes,Yes,No,Lunch,Street,Yes,No,Yes,Casual,Hipster,Average,Beer & Wine Only,Yes,No,No,No,No,
