id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,takeout,creditCard,applePay,parking,bikeParking,outdoorSeating,wifi,caters,reservations,delivery,goodFor,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,hasTV,waiterService,driveThrough
737,DeLise Café,https://www.yelp.com/ /biz/delise-caf%C3%A9-san-francisco-3,"Coffee & Tea,Bakeries,Ice Cream & Frozen Yogurt",Inexpensive,4.0 star rating,Closed,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,"327 Bay StSan Francisco, CA 94133",(415) 399-9694,Yes,Yes,Yes,Street,No,No,No,,,Yes,,,,,,,,,,
738,Cafe Venue,https://www.yelp.com/ /biz/cafe-venue-san-francisco-6,"Sandwiches,Coffee & Tea,Juice Bars & Smoothies",Under $10,4.0 star rating,5:30 am-3:30 pm,5:30 am-3:30 pm,5:30 am-3:30 pm,5:30 am-3:30 pm,5:30 am-3:30 pm,Closed,Closed,"218 Montgomery StSan Francisco, CA 94104",(415) 989-1144,Yes,Yes,No,Street,Yes,No,Free,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
739,Mitchell’s Ice Cream,https://www.yelp.com/ /biz/mitchells-ice-cream-san-francisco,"Ice Cream & Frozen Yogurt,Bakeries,Custom Cakes",Inexpensive,4.5 star rating,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,"688 San Jose AveSan Francisco, CA 94110",(415) 648-2300,Yes,Yes,No,"Street, Private Lot",Yes,,No,,,No,,,,,,,,,,
740,Grand Seven Food Liquer &amp; Deli,https://www.yelp.com/ /biz/grand-seven-food-liquer-and-deli-san-francisco,"Delis,Sandwiches",Under $10,4.5 star rating,,,,,,,,"1740 Cesar ChavezSan Francisco, CA 94124",(415) 826-0455,Yes,No,,Private Lot,Yes,No,,,No,No,"Breakfast, Lunch",Yes,No,Casual,,Quiet,Beer & Wine Only,No,No,
741,Cafe XO,https://www.yelp.com/ /biz/cafe-xo-san-francisco,"Coffee & Tea,Sandwiches",Under $10,3.5 star rating,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,"1799 Church StSan Francisco, CA 94131",(415) 826-3535,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,No,Casual,Casual,Average,No,Yes,No,
742,Cozy Cafe,https://www.yelp.com/ /biz/cozy-cafe-san-francisco-2,Cafes,Under $10,4.5 star rating,,,,,,,,"965 Sutter StSan Francisco, CA 94109",(415) 922-4826,Yes,Yes,No,,Yes,Yes,No,No,No,No,"Breakfast, Brunch",Yes,No,Casual,Casual,Average,No,No,No,
743,Red Rooster Tacos,https://www.yelp.com/ /biz/red-rooster-tacos-san-francisco,"Mexican,Food Trucks",Under $10,4.5 star rating,,,,,,,,"San Francisco, CA",(415) 305-8280,Yes,Yes,,,,No,,Yes,No,Yes,Lunch,Yes,Yes,Casual,,Average,No,No,No,
744,Midnight Sun,https://www.yelp.com/ /biz/midnight-sun-san-francisco,"Gay Bars,Lounges,Cocktail Bars",Inexpensive,3.5 star rating,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,"4067 18th StSan Francisco, CA 94114",(415) 861-4186,,No,No,Street,Yes,No,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
745,House of Bagels - San Francisco,https://www.yelp.com/ /biz/house-of-bagels-san-francisco-san-francisco-2,"Bakeries,Bagels,Delis",Under $10,3.5 star rating,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,"5030 Geary BlvdSan Francisco, CA 94118",(415) 752-6000,Yes,Yes,Yes,Street,Yes,No,No,Yes,No,No,Breakfast,Yes,No,Casual,Casual,Average,No,No,No,
746,Beacon Coffee &amp; Pantry,https://www.yelp.com/ /biz/beacon-coffee-and-pantry-san-francisco,"Coffee & Tea,Specialty Food,Sandwiches",Under $10,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,"805 Columbus AveSan Francisco, CA 94133",(415) 814-2551,Yes,Yes,Yes,Street,Yes,No,Free,,No,No,,Yes,Yes,Casual,Hipster,Average,,No,No,
747,New Lun Ting Cafe,https://www.yelp.com/ /biz/new-lun-ting-cafe-san-francisco,"Chinese,American (Traditional),Asian Fusion",Under $10,4.0 star rating,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,"670 Jackson StSan Francisco, CA 94133",(415) 362-5667,Yes,No,No,Street,No,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Divey,Average,No,No,Yes,
748,Black Magic Voodoo Lounge,https://www.yelp.com/ /biz/black-magic-voodoo-lounge-san-francisco,Dive Bars,Inexpensive,4.0 star rating,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,"1400 Lombard StSan Francisco, CA 94123",(415) 931-8711,,No,No,Street,Yes,No,,,No,,,,Yes,,Divey,Average,Full Bar,Yes,,
749,The Golden Donut,https://www.yelp.com/ /biz/the-golden-donut-san-francisco,"Donuts,Coffee & Tea,Sandwiches",Under $10,4.0 star rating,5:00 am-12:00 am,5:00 am-12:00 am,5:00 am-12:00 am,5:00 am-12:00 am,5:00 am-12:00 am,6:00 am-12:00 am,6:00 am-12:00 am,"5401 Geary BlvdSan Francisco, CA 94121",(415) 422-0623,Yes,No,No,Street,Yes,No,,Yes,No,Yes,,Yes,Yes,Casual,,Average,No,No,No,
750,Miyako Old Fashioned Ice Cream,https://www.yelp.com/ /biz/miyako-old-fashioned-ice-cream-san-francisco,Ice Cream & Frozen Yogurt,Inexpensive,4.5 star rating,,,,,,,,"1470 Fillmore StSan Francisco, CA 94118",(415) 931-5260,Yes,No,No,Street,Yes,,No,,,,,,,,,,,,,
751,ÉireTrea,https://www.yelp.com/ /biz/%C3%A9iretrea-san-francisco-2,"Food Trucks,Irish,African",Under $10,4.0 star rating,,,,,,,,"San Francisco, CA 94109",(415) 967-2726,Yes,Yes,,Street,,Yes,No,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
752,Toad Hall Bar,https://www.yelp.com/ /biz/toad-hall-bar-san-francisco,Gay Bars,Inexpensive,3.5 star rating,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,"4146 18th StSan Francisco, CA 94114",(415) 621-2811,,No,No,Street,Yes,Yes,,,No,,,,Yes,,Casual,Loud,Full Bar,Yes,,
753,Caffe Sapore,https://www.yelp.com/ /biz/caffe-sapore-san-francisco,"Sandwiches,Breakfast & Brunch,Bagels",Under $10,4.0 star rating,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,"790 Lombard StSan Francisco, CA 94133",(415) 474-1222,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,No,"Breakfast, Lunch",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
754,Kenny’s Restaurant,https://www.yelp.com/ /biz/kennys-restaurant-san-francisco,"Diners,Salad,Breakfast & Brunch",Under $10,4.0 star rating,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,9:00 am-5:00 pm,"518 S Van Ness AveSan Francisco, CA 94110",(415) 621-8902,Yes,No,No,Street,No,No,No,No,No,No,Breakfast,Yes,Yes,Casual,Divey,Quiet,No,Yes,Yes,
755,Starbucks,https://www.yelp.com/ /biz/starbucks-san-francisco-118,Coffee & Tea,Inexpensive,3.5 star rating,5:00 am-8:00 pm,5:00 am-8:00 pm,5:00 am-8:00 pm,5:00 am-8:00 pm,5:00 am-8:00 pm,6:00 am-8:00 pm,6:00 am-8:00 pm,"2727 Mariposa StSan Francisco, CA 94110",(415) 552-2649,Yes,Yes,No,Street,Yes,Yes,Free,No,,,,,,,,,,,,
756,Special Xtra 2,https://www.yelp.com/ /biz/special-xtra-2-san-francisco,Coffee & Tea,Inexpensive,4.5 star rating,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,Closed,Closed,"138 Minna StSan Francisco, CA 94105",,Yes,No,No,Garage,Yes,No,No,No,,,,,,,,,,,,
757,Taqueria Cancun,https://www.yelp.com/ /biz/taqueria-cancun-san-francisco-3,"Mexican,Spanish,Latin American",Under $10,3.5 star rating,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,"1003 Market StSan Francisco, CA 94103",(415) 864-6773,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,No,No,Casual,,Average,No,No,No,
758,Ali Baba’s Cave,https://www.yelp.com/ /biz/ali-babas-cave-san-francisco,"Fast Food,Mediterranean",Under $10,3.5 star rating,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,"799 Valencia StSan Francisco, CA 94110",(415) 863-3054,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Divey,Average,No,No,No,No
759,You See Sushi,https://www.yelp.com/ /biz/you-see-sushi-san-francisco,"Japanese,Sushi Bars",Under $10,3.5 star rating,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-9:00 pm,"94 Judah StSan Francisco, CA 94122",(415) 681-4010,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
760,Peet’s Coffee,https://www.yelp.com/ /biz/peets-coffee-san-francisco-24,"Coffee & Tea,Cafes,Internet Cafes,Bakeries",Under $10,4.0 star rating,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,6:00 am-8:00 pm,6:00 am-8:00 pm,"919 Cole StSan Francisco, CA 94117",(415) 213-1991,Yes,Yes,Yes,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,No,Casual,Casual,Average,No,No,No,
761,Punjab Restaurant,https://www.yelp.com/ /biz/punjab-restaurant-san-francisco,Chinese,Under $10,3.5 star rating,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:00 pm,"2838 24th StSan Francisco, CA 94110",(415) 282-4011,Yes,Yes,No,Street,Yes,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
762,Peet’s Coffee,https://www.yelp.com/ /biz/peets-coffee-san-francisco-11,Coffee & Tea,Inexpensive,3.5 star rating,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,7:00 am-8:00 pm,7:00 am-7:00 pm,"54 West Portal AvenueSan Francisco, CA 94127",(415) 731-0375,Yes,Yes,Yes,Street,Yes,Yes,Free,,,,,,,,,,,,,
763,Specialty’s Café &amp; Bakery,https://www.yelp.com/ /biz/specialtys-caf%C3%A9-and-bakery-san-francisco-40,"Sandwiches,Cafes,Salad",Under $10,4.0 star rating,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,Closed,Closed,"1 Post StSan Francisco, CA 94104",(877) 502-2837,Yes,Yes,,Street,Yes,No,Free,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
764,Nite Cap Bar,https://www.yelp.com/ /biz/nite-cap-bar-san-francisco-2,Bars,Inexpensive,4.0 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,"699 O&#39;Farrell StSan Francisco, CA 94109",(415) 829-7796,,Yes,No,Street,No,No,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
765,Hyde Out,https://www.yelp.com/ /biz/hyde-out-san-francisco-2,Dive Bars,Inexpensive,4.0 star rating,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,10:00 am-2:00 am,11:00 am-2:00 am,"1068 Hyde StSan Francisco, CA 94109",(415) 441-1914,,No,No,Street,Yes,No,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
766,SF Smart Wireless,https://www.yelp.com/ /biz/sf-smart-wireless-san-francisco-3,"Mobile Phone Repair,Mobile Phones",Inexpensive,5.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,11:00 am-6:00 pm,Closed,,(415) 939-6699,,Yes,Yes,Street,Yes,,,,,,,,,,,,,,,
767,Deli World,https://www.yelp.com/ /biz/deli-world-san-francisco,Sandwiches,Under $10,4.0 star rating,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,10:00 am-4:00 pm,Closed,"18 Ocean AveSan Francisco, CA 94112",(415) 334-3111,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,Divey,Quiet,No,No,No,
768,Gyro King,https://www.yelp.com/ /biz/gyro-king-san-francisco,"Greek,Turkish,Mediterranean",Under $10,3.5 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,"25 Grove StSan Francisco, CA 94102",(415) 621-8313,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,Yes,No,
769,Sam’s,https://www.yelp.com/ /biz/sams-san-francisco,"American (Traditional),Burgers,Pizza",Under $10,4.0 star rating,12:00 pm-4:00 pm,12:00 pm-4:00 pm,12:00 pm-4:00 pm,12:00 pm-4:00 pm,12:00 pm-4:00 pm,12:00 pm-4:00 pm,12:00 pm-4:00 pm,"618 BroadwaySan Francisco, CA 94133",(415) 391-1539,Yes,No,No,Street,Yes,No,No,No,No,No,Late Night,No,No,Casual,Divey,Average,Beer & Wine Only,Yes,No,No
770,San Francisco Brewing Co. Tap Room,https://www.yelp.com/ /biz/san-francisco-brewing-co-tap-room-san-francisco-2,"Breweries,Pubs",Inexpensive,4.5 star rating,Closed,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,4:30 pm-11:00 pm,1:00 pm-11:00 pm,1:00 pm-6:00 pm,"2175 Market StSan Francisco, CA 94114",(415) 484-2337,No,Yes,Yes,"Garage, Street",Yes,Yes,,,Yes,,,,Yes,,,Average,Beer & Wine Only,Yes,,
771,Eat Curbside,https://www.yelp.com/ /biz/eat-curbside-san-francisco,Food Stands,Under $10,4.0 star rating,,,,,,,,"San Francisco, CA 94102",(415) 572-1592,Yes,No,,Street,,No,No,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
772,Kozy Kar,https://www.yelp.com/ /biz/kozy-kar-san-francisco,"Lounges,Dive Bars",Inexpensive,3.5 star rating,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,"1548 Polk StSan Francisco, CA 94109",(415) 346-5699,,Yes,,"Garage, Street",Yes,No,,,No,,,,Yes,,Divey,Loud,Full Bar,Yes,,
773,Kingdom of Dumpling,https://www.yelp.com/ /biz/kingdom-of-dumpling-san-francisco-2,Dim Sum,Under $10,3.5 star rating,11:30 am-3:30 pm5:00 pm-9:30 pm,11:30 am-3:30 pm5:00 pm-9:30 pm,11:30 am-3:30 pm5:00 pm-9:30 pm,11:30 am-3:30 pm5:00 pm-9:30 pm,11:30 am-3:30 pm5:00 pm-10:00 pm,11:30 am-10:00 pm,11:30 am-9:30 pm,"1713 Taraval StSan Francisco, CA 94116",(415) 566-6143,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
774,New Golden Daisy,https://www.yelp.com/ /biz/new-golden-daisy-san-francisco,"Chinese,Chicken Wings,Barbeque",Under $10,4.0 star rating,,,,,,,,"1041 Stockton StSan Francisco, CA 94108",(415) 392-0111,Yes,No,No,Street,No,No,No,Yes,No,No,Lunch,No,No,Casual,Casual,Average,No,No,No,
775,Red Jade,https://www.yelp.com/ /biz/red-jade-san-francisco,Chinese,Under $10,3.5 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,12:00 pm-9:30 pm,"245 Church StSan Francisco, CA 94114",(415) 621-3020,Yes,Yes,No,Street,Yes,No,No,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
776,Costco Food Court,https://www.yelp.com/ /biz/costco-food-court-san-francisco,"Pizza,Hot Dogs,Fast Food",Under $10,3.5 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,9:30 am-6:00 pm,10:00 am-6:00 pm,,(415) 626-4832,Yes,Yes,No,Private Lot,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Very Loud,No,No,No,No
777,The Daily Habit,https://www.yelp.com/ /biz/the-daily-habit-san-francisco,Coffee & Tea,Inexpensive,4.5 star rating,,,,,,,,"1 Maritime PlzSan Francisco, CA 94111",(415) 433-2968,Yes,Yes,,,Yes,No,No,,,,,,,,,,,,,
778,Kawika’s Ocean Beach Deli,https://www.yelp.com/ /biz/kawikas-ocean-beach-deli-san-francisco,"Delis,Sandwiches,Gluten-Free",Under $10,4.5 star rating,8:00 am-7:30 pm,8:00 am-7:30 pm,8:00 am-7:30 pm,8:00 am-7:30 pm,8:00 am-7:30 pm,8:00 am-7:30 pm,8:00 am-7:30 pm,"734 La Playa StSan Francisco, CA 94121",(415) 221-2031,Yes,Yes,Yes,Street,Yes,Yes,Free,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
779,Beep’s Burgers,https://www.yelp.com/ /biz/beeps-burgers-san-francisco,Burgers,Under $10,4.0 star rating,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,11:00 am-9:00 pm,"1051 Ocean AveSan Francisco, CA 94112",(415) 584-2650,Yes,Yes,No,Private Lot,Yes,Yes,Free,No,No,No,Lunch,Yes,Yes,Casual,,Average,No,No,No,No
780,Molotov’s,https://www.yelp.com/ /biz/molotovs-san-francisco,Dive Bars,Inexpensive,3.5 star rating,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,"582 Haight StSan Francisco, CA 94117",(415) 558-8019,,No,Yes,Street,Yes,No,,,No,,,,Yes,,Divey,Loud,Full Bar,Yes,,
781,Bio Cafe,https://www.yelp.com/ /biz/bio-cafe-san-francisco,"Cafes,Gluten-Free,Breakfast & Brunch",Under $10,3.5 star rating,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,"75 O&#39;Farrell StSan Francisco, CA 94108",(415) 362-0255,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,Lunch,No,No,Casual,Casual,Average,No,No,No,
782,Garage Cafe,https://www.yelp.com/ /biz/garage-cafe-san-francisco,"Middle Eastern,Beer, Wine & Spirits,Convenience Stores",Under $10,4.0 star rating,,,,,,,,"320 11th StSan Francisco, CA 94103",(415) 861-0888,Yes,Yes,,Street,Yes,No,No,No,No,No,Late Night,No,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
783,Peet’s Coffee,https://www.yelp.com/ /biz/peets-coffee-san-francisco-25,Coffee & Tea,Inexpensive,4.0 star rating,5:30 am-6:30 pm,5:30 am-6:30 pm,5:30 am-6:30 pm,5:30 am-6:30 pm,5:30 am-6:30 pm,Closed,Closed,"450 SansomeSan Francisco, CA 94111",(415) 321-5280,Yes,Yes,No,,Yes,No,Free,,,,,,,,,,,,,
784,Cinco De Mayo Taqueria,https://www.yelp.com/ /biz/cinco-de-mayo-taqueria-san-francisco,Mexican,Under $10,4.0 star rating,9:30 am-8:00 pm,9:30 am-8:00 pm,9:30 am-8:00 pm,9:30 am-8:00 pm,9:30 am-8:00 pm,9:30 am-8:00 pm,9:30 am-8:00 pm,"2426 San Bruno AveSan Francisco, CA 94134",(415) 468-9272,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
785,Anthony’s Cookies,https://www.yelp.com/ /biz/anthonys-cookies-san-francisco-2,Desserts,Inexpensive,4.5 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,11:30 am-8:00 pm,"1417 Valencia StSan Francisco, CA 94110",(415) 655-9834,Yes,Yes,No,Street,Yes,,,,,,,,,,,,,,,
786,Arkadiy Minasian Watch Repair &amp; Sales,https://www.yelp.com/ /biz/arkadiy-minasian-watch-repair-and-sales-san-francisco,"Jewelry,Watches",Inexpensive,5.0 star rating,,,,,,,,"888 Brannan StSan Francisco, CA 94103",(415) 701-0502,,Yes,,Street,Yes,,,,,,,,,,,,,,,
787,Pho Phu Quoc PPQ Beef Noodle House Restaurant,https://www.yelp.com/ /biz/pho-phu-quoc-ppq-beef-noodle-house-restaurant-san-francisco,"Vietnamese,Noodles",Under $10,3.5 star rating,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,"1816 Irving StSan Francisco, CA 94122",(415) 661-8869,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
788,Glen Park Station,https://www.yelp.com/ /biz/glen-park-station-san-francisco,"Dive Bars,Sports Bars,Lounges",Inexpensive,4.0 star rating,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,"2816 Diamond StSan Francisco, CA 94131",(415) 333-4633,,No,No,Street,Yes,No,,,No,,,,Yes,,Divey,Average,Full Bar,Yes,,
789,Red A Bakery,https://www.yelp.com/ /biz/red-a-bakery-san-francisco-3,"Hawaiian,Bakeries,Chinese",Under $10,4.0 star rating,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,"634 Clement StSan Francisco, CA 94118",(415) 668-8881,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,"Breakfast, Lunch",Yes,Yes,Casual,Casual,Average,No,Yes,No,
790,Soul Food City,https://www.yelp.com/ /biz/soul-food-city-san-francisco-2,Soul Food,Under $10,4.0 star rating,Closed,Closed,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,Closed,"403 Eddy StSan Francisco, CA 94109",(415) 441-1976,Yes,Yes,,Street,No,No,Free,Yes,No,Yes,"Lunch, Dinner",Yes,No,Casual,Casual,Average,No,No,Yes,
791,Alamo Square Cafe,https://www.yelp.com/ /biz/alamo-square-cafe-san-francisco,"Sandwiches,Coffee & Tea",Under $10,3.5 star rating,6:30 am-4:00 pm,6:30 am-4:00 pm,6:30 am-4:00 pm,6:30 am-4:00 pm,6:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,"711 Fillmore StSan Francisco, CA 94117",(415) 447-8636,Yes,Yes,Yes,Street,Yes,No,Free,No,No,No,Breakfast,Yes,No,Casual,Casual,Quiet,No,No,No,
792,United VIP Lounge,https://www.yelp.com/ /biz/united-vip-lounge-san-francisco,Lounges,Inexpensive,4.5 star rating,,,,,,,,"845 Market StSan Francisco, CA 94103",,,Yes,No,,No,No,,,No,,,,Yes,,Casual,Loud,No,Yes,,
793,El Huarache Loco,https://www.yelp.com/ /biz/el-huarache-loco-san-francisco,Mexican,Under $10,4.0 star rating,Closed,Closed,Closed,Closed,Closed,9:00 am-2:00 pm,9:00 am-2:00 pm,"100 Alemany BlvdSan Francisco, CA 94110",(415) 572-6832,Yes,No,,Street,Yes,Yes,No,,No,No,Lunch,Yes,Yes,Casual,,Average,No,No,No,
794,Jimmy John’s,https://www.yelp.com/ /biz/jimmy-johns-san-francisco,Sandwiches,Under $10,4.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,Closed,"50 Post StSan Francisco, CA 94104",(415) 982-1234,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
795,The Lucky Horseshoe,https://www.yelp.com/ /biz/the-lucky-horseshoe-san-francisco,"Dive Bars,Music Venues,Sports Bars",Inexpensive,4.0 star rating,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-1:00 am,"453 Cortland AveSan Francisco, CA 94110",(415) 282-3456,,No,No,Street,Yes,No,,,No,,,No,Yes,,"Divey, Casual",Average,Full Bar,Yes,,
796,Coffee Mine,https://www.yelp.com/ /biz/coffee-mine-san-francisco,"Coffee & Tea,Breakfast & Brunch,Sandwiches",Under $10,4.0 star rating,6:00 am-5:00 pm,6:00 am-5:00 pm,6:00 am-5:00 pm,6:00 am-5:00 pm,6:00 am-5:00 pm,Closed,Closed,"79 9th StSan Francisco, CA 94103",(415) 252-9795,Yes,Yes,,Street,No,No,No,No,No,No,Breakfast,Yes,No,Casual,Casual,Average,No,No,No,
