_id,ltable_id,rtable_id,ltable_title,ltable_cuisine,ltable_phone,ltable_feature,ltable_zipcode,ltable_street_addr,rtable_title,rtable_cuisine,rtable_phone,rtable_feature,rtable_zipcode,rtable_street_addr,gold
1446,2429,2061,pasta moto," italian,pizza,fast food",4155466686," seating, wheelchair accessible",94103,"845 market st simone ciccotti,ste fe6",henri hubert," men's clothing,women's clothing,antiques",4157637770,creditcard,94103,"845 market st, fl 4",0
1450,2434,1958,the nob hill club,,4153923434,,94108,999 california st,intercontinental mark hopkins, hotels,4153923434,creditcard,94108,999 california st,0
1454,2439,130,the soapbox cafe,,18297139,,94109,1800 hyde st,the soapbox cafe," vietnamese,bagels,cafes",4158297139,"takeout, creditcard, goodforkids, caters",94109,1800 hyde st,1
1456,2444,46,bini's kitchen,,4153616911,,94110,2948 folsom st,sugarfoot," southern,pop-up restaurants",6155576392,"takeout, creditcard, bikeparking, outdoorseating, hastv, caters",94110,2948 folsom st,0
1471,2456,377,taqueria guadalajara, mexican,4156424892,,94110,3146 24th st,taqueria guadalajara, mexican,4156424892,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv",94110,3146 24th st,1
1485,2478,1095,notes from underground,,4157757638,,94109,2399 van ness ave,corridor cafe," coffee & tea,sandwiches,breakfast & brunch",4154004979,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94102,100 van ness ave,0
1486,2478,1198,notes from underground,,4157757638,,94109,2399 van ness ave,helmand palace," afghan,salad,soup",4153450072,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94109,2424 van ness ave,0
1494,2478,1456,notes from underground,,4157757638,,94109,2399 van ness ave,san francisco symphony," performing arts,music venues",4158646000,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness ave,0
1501,2478,1796,notes from underground,,4157757638,,94109,2399 van ness ave,cafÌÎå© at the opera," cafes,american (traditional),sandwiches",4158618150,"reservations, creditcard, goodforgroups, waiterservice, caters",94102,301 van ness ave,0
1506,2478,2424,notes from underground,,4157757638,,94109,2399 van ness ave,guitar center lessons, musical instruments & teachers,4154090350,creditcard,94109,1645 van ness ave,
1525,2493,75,lucky 13,,4154871313,,94114,2140 market st,lucky 13, dive bars,4154871313,"bikeparking, goodforgroups, outdoorseating, hastv",94114,2140 market st,1
1536,2495,1446,route 101,,4154746092,,94109,1332 van ness ave,matterhorn restaurant," fondue,german",4158856116,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94109,2323 van ness ave,0
1545,2495,202,route 101,,4154746092,,94109,1332 van ness ave,flying pig bistro pub," sandwiches,pubs,sports bars",4159341234,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,433 s van ness ave,0
1550,2495,2427,route 101,,4154746092,,94109,1332 van ness ave,blinks+brows - san francisco," eyelash service,eyebrow services,permanent makeup",4158451898,"creditcard, bikeparking",94109,1901 van ness ave,0
1551,2495,2464,route 101,,4154746092,,94109,1332 van ness ave,"jesse maschmeyer violins, llc"," musical instruments & teachers,musical instrument services",4158715013,"creditcard, bikeparking",94102,512 van ness ave,0
1601,2499,1179,el castillito taqueria, mexican,,,94102,250 golden gate ave,golden era vegan restaurant," vegan,vietnamese,juice bars & smoothies",4154878687,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94102,395 golden gate ave,0
1604,2499,297,el castillito taqueria, mexican,,,94102,250 golden gate ave,george and lennie, coffee & tea,,"takeout, creditcard, applepay, bikeparking",94102,277 golden gate ave,0
1609,2499,655,el castillito taqueria, mexican,,,94102,250 golden gate ave,taqueria el castillito, mexican,4156216971,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv",94110,2092 mission st,0
1633,25,2424,house of prime rib," american,steakhouse",4158854605," reservations, private dining, seating, waitstaff, valet parking, highchairs available, wheelchair accessible, serves alcohol, full bar",94109,1906 van ness ave,guitar center lessons, musical instruments & teachers,4154090350,creditcard,94109,1645 van ness ave,0
1647,2503,1168,chile pies,,4154319411,,94114,314 church st,i‰Û¡ÌÝå»a poke," asian fusion,poke",4158298030,"takeout, creditcard, bikeparking, goodforkids",94114,314 church st,0
1648,2506,606,john campbell's irish bakery,,4153871536,,94121,5625 geary blvd,the blarney stone," pubs,irish",4153869914,"creditcard, bikeparking, goodforgroups, outdoorseating, hastv",94121,5625 geary blvd,0
1658,2530,1119,dubliner bar west portal, pub,4155669444,,94127,328 w portal ave,trattoria da vittorio," italian,pizza",4157420300,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94127,150 w portal ave,0
1659,2530,2152,dubliner bar west portal, pub,4155669444,,94127,328 w portal ave,white rose boutique, women's clothing,4156815411,"creditcard, bikeparking",94127,242 w portal ave,0
1673,2540,50,morty's delicatessen, delicatessen,4155673354,,94102,280 golden gate ave,philz coffee, coffee & tea,4156217000,"takeout, creditcard, applepay, bikeparking, caters",94102,399 golden gate ave,0
1681,2567,498,viking sub," american,delicatessen",4155865333,,94131,2906 diamond st,viking‰Û¡ÌÝå»s giant submarines," burgers,sandwiches",4155865333,"takeout, creditcard, bikeparking, goodforkids",94131,2906 diamond st,1
1684,2573,1095,cafe at the opera,,4158618150," reservations, seating, waitstaff",94102,301 van ness ave,corridor cafe," coffee & tea,sandwiches,breakfast & brunch",4154004979,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94102,100 van ness ave,0
1694,2573,17,cafe at the opera,,4158618150," reservations, seating, waitstaff",94102,301 van ness ave,philz coffee, coffee & tea,4152927660,"takeout, creditcard, applepay, bikeparking",94102,748 van ness ave,0
1700,2573,1796,cafe at the opera,,4158618150," reservations, seating, waitstaff",94102,301 van ness ave,cafÌÎå© at the opera," cafes,american (traditional),sandwiches",4158618150,"reservations, creditcard, goodforgroups, waiterservice, caters",94102,301 van ness ave,1
1708,2573,386,cafe at the opera,,4158618150," reservations, seating, waitstaff",94102,301 van ness ave,phone booth, dive bars,4156484683,"goodforgroups, hastv",94110,1398 s van ness ave,0
1723,2585,2608,brasserie s&p;," american,french",4152769888," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94104,222 sansome st,mandarin lounge, lounges,4152769888,"goodforgroups, outdoorseating, hastv",94104,222 sansome st,0
1727,2600,1001,taj,,4154743400,,94102,288 golden gate ave,elephant sushi golden gate," sushi bars,japanese",4153599001,"reservations, takeout, creditcard, bikeparking, outdoorseating, hastv, waiterservice",94102,380 golden gate ave,0
1730,2600,210,taj,,4154743400,,94102,288 golden gate ave,morty‰Û¡ÌÝå»s delicatessen," sandwiches,delis,vegetarian",4155673354,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv, caters",94102,280 golden gate ave,0
1734,2600,50,taj,,4154743400,,94102,288 golden gate ave,philz coffee, coffee & tea,4156217000,"takeout, creditcard, applepay, bikeparking, caters",94102,399 golden gate ave,0
1735,2600,517,taj,,4154743400,,94102,288 golden gate ave,le petitt‰Û¡ÌÝå»s kitchen, sandwiches,4153559404,"takeout, creditcard, goodforkids, caters",94102,265 golden gate ave,0
1737,2604,302,panini,,4155528057,,94117,1457 haight st,panini," coffee & tea,sandwiches",4155528057,"takeout, creditcard, bikeparking, goodforkids, caters",94117,1457 haight st,1
1745,2609,607,ladle & leaf,,4157951864,,94111,4 embarcadero ctr,paramo coffee company," coffee & tea,cafes",4154344472,"takeout, creditcard, bikeparking, outdoorseating",94111,4 embarcadero ctr,0
1748,261,1949,luce, american,4156166566," reservations, seating, waitstaff, parking available, valet parking, wheelchair accessible, serves alcohol, full bar, private dining",94103,888 howard st,the i spa," day spas,massage,nail salons",4152996309,"creditcard, bikeparking",94103,"888 howard st, fl 6",0
1760,2635,425,el burrito express 2, mexican,4157764246,,94115,1812 divisadero st,el burrito express 2, mexican,4157764246,"takeout, creditcard, bikeparking, goodforkids, hastv, caters",94115,1812 divisadero st,1
1761,2636,2285,gather," american,international",4153196534," accepts american express, accepts mastercard, accepts visa, digital payments, reservations, seating",94107,188 king st,the bimini twist," personal chefs,american (new)",4154951900,"reservations, creditcard, bikeparking, goodforgroups, waiterservice, caters",94107,188 king st ph7,0
1763,2638,2145,chevy's fresh mex, mexican,4156658705,,94132,3251 20th ave ste 182,clarks shoes, shoe stores,4155661187,creditcard,94132,3251 20th ave,0
1765,2638,2216,chevy's fresh mex, mexican,4156658705,,94132,3251 20th ave ste 182,sunglass hut, eyewear & opticians,4156654167,creditcard,94132,"3251 20th ave, ste c",0
1770,2638,2696,chevy's fresh mex, mexican,4156658705,,94132,3251 20th ave ste 182,mobile systems, mobile phones,4155049800,creditcard,94132,3251 20th ave,0
1787,2662,1834,whole foods market, american,4153337400,,94112,1150 ocean ave,whole foods market soma," grocery,health markets,organic stores",4156180066,"delivery, takeout, creditcard, applepay, bikeparking",94107,399 4th st,0
1790,2662,1985,whole foods market, american,4153337400,,94112,1150 ocean ave,whole foods market franklin," grocery,health markets,organic stores",4156740500,"delivery, takeout, creditcard, bikeparking",94109,1765 california street,0
1794,2665,1115,zam zam,,4158612545,,94117,1633 haight st,zam zam, bars,4158612545,bikeparking,94117,1633 haight st,1
1800,2680,1823,aurea, american,4159893500," seating, waitstaff, reservations, serves alcohol",94108,"905 california st,renaissance ",aurea lounge, bars,4159893500,"reservations, creditcard, goodforgroups, hastv",94108,905 california st,1
1813,2711,850,buffalo burger, american,4156681267,,94121,5317 geary blvd,buffalo burger restaurant, burgers,4156681267,"takeout, creditcard, bikeparking, goodforkids, hastv",94121,5317 geary blvd,1
1821,2740,311,durty nelly's," bar,irish,pub",4156642555, seating,94122,2328 irving st,durty nelly‰Û¡ÌÝå»s," irish,irish pub",4156642555,"takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94122,2328 irving st,1
1840,2768,2428,tokyo express,,4155649111,,94132,3251 20th ave ste 250i,jade galore," jewelry,watches",4157029388,"creditcard, bikeparking",94132,3251 20th ave,0
1841,2768,2501,tokyo express,,4155649111,,94132,3251 20th ave ste 250i,golden skin care, cosmetics & beauty supply,8775541777,creditcard,94132,3251 20th ave,0
1847,2769,1371,fuzio, international,4153927995,,94111,101 california st,pabu," japanese,sushi bars,cocktail bars",4156687228,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice, caters",94111,101 california st,0
1848,277,1064,hogwash," american, bar,pub",4153615500," seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar, takeout",94102,582 sutter st,hogwash," gastropubs,beer bar",4153615500,"takeout, creditcard, goodforgroups, hastv",94102,582 sutter st,1
1872,2805,841,golden kim tar, asian,4153468889," reservations, delivery",94102,434 larkin street,golden kim tar, chinese,4153468889,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94102,434 larkin st,1
1898,2858,2531,gateway croissant,,4157490202,,94102,390 golden gate ave,bash contemporary, art galleries,4159268573,creditcard,94102,210 golden gate ave,0
1935,2863,754,dona mayo mexican restaurant,,,,94103,301 s van ness ave,kenny‰Û¡ÌÝå»s restaurant," diners,salad,breakfast & brunch",4156218902,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94110,518 s van ness ave,0
1942,2869,506,mint cafe,,4154316468,,94102,400 mcallister st,mint cafe, sandwiches,4154316468,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94102,400 mcallister st,1
1983,2882,813,silver garden city restaurant,,4153309289,,94134,2571 san bruno ave,banh mi house," sandwiches,coffee & tea",4157695556,"takeout, goodforkids",94134,2701 san bruno ave,0
1991,2894,371,mong thu cafe,,4159286724,,94102,248 hyde st,mong thu cafe," vietnamese,sandwiches,soup",4159286724,"takeout, goodforkids, hastv, waiterservice",94102,248 hyde st,1
2002,2904,1929,cornerstone on the square cafe and grill,,4199463856,,94114,11 high st,the westin st. francis san francisco on union square, hotels,4157740124,creditcard,94102,335 powell st,0
2011,2921,616,front door cafe,,4159893244,,94111,"1 front st,lbby 2",front door cafe," sandwiches,american (traditional)",4159893244,"takeout, creditcard, bikeparking, goodforkids, caters",94111,1 front st,1
2012,2923,933,crepes svp,,4159366974,,94114,"myriad food court building,2175 market street",crepes s‰Û¡ÌÝå»il vous plait," creperies,sandwiches,gluten-free",4159366974,"reservations, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94114,2175 market st,0
2016,2924,813,la placita mexicatessen,,4154684293,,94134,2531 san bruno ave,banh mi house," sandwiches,coffee & tea",4157695556,"takeout, goodforkids",94134,2701 san bruno ave,0
2018,2927,254,escape from new york pizza,,4152060555,,94110,3242 22nd st,escape from new york pizza," pizza,gluten-free,chicken wings",4156685577,"delivery, takeout, creditcard, bikeparking, goodforkids, caters",94117,1737 haight st,0
2027,294,2273,parallel 37," contemporary,american",4157736168," seating, waitstaff, parking available, valet parking, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, reservations, private dining",94108,600 stockton st,parallel 37, american (new),4157736168,"reservations, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94108,600 stockton street,1
2029,2940,794,giorgio's pizza,,4158371070,,94104,50 post st,jimmy john‰Û¡ÌÝå»s, sandwiches,4159821234,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94104,50 post st,0
2033,2948,286,pizzeria, pizza,4157017492,,94110,659 valencia st,curry up now," indian,vegetarian,gluten-free",6287772276,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94110,659 valencia st,0
2049,2975,2707,built custom burgers stonestown, american,4156824720,,94132,3251 20th ave,gadgethut," mobile phones,mobile phone repair",5104231739,,94132,3251 20th ave,0
2069,298,1756,mel's drive-in - van ness," american, diner",4152926358," takeout, seating, waitstaff, wheelchair accessible, highchairs available",94109,1050 van ness ave,"edward p miranda, md facs"," cosmetic surgeons,medical spas",4153799015,"creditcard, bikeparking",94102,77 van ness ave,0
2085,298,754,mel's drive-in - van ness," american, diner",4152926358," takeout, seating, waitstaff, wheelchair accessible, highchairs available",94109,1050 van ness ave,kenny‰Û¡ÌÝå»s restaurant," diners,salad,breakfast & brunch",4156218902,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94110,518 s van ness ave,0
2106,2989,813,san bruno cafe, cafe,4154688008,,94134,2546 san bruno ave,banh mi house," sandwiches,coffee & tea",4157695556,"takeout, goodforkids",94134,2701 san bruno ave,0
2113,2996,871,freshii,,4153626262,,94104,230 bush st ste 128,bibimbar," food court,korean",4153991961,"takeout, creditcard, applepay, goodforkids, goodforgroups, hastv, caters",94104,"380 bush st, ste 2",0
2124,310,572,boccalone salumeria, delicatessen,4154336500," takeout, wheelchair accessible",94111,"1 ferry building,the embarcadero",boccalone," italian,sandwiches",4154336500,"takeout, creditcard, bikeparking, goodforkids, caters",94111,1 ferry bldg,1
2139,33,1049,harris' steakhouse," american,steakhouse",4156731888," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,2100 van ness ave,san jalisco, mexican,4156488383,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,901 s van ness ave,0
2159,33,2252,harris' steakhouse," american,steakhouse",4156731888," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,2100 van ness ave,harris‰Û¡ÌÝå» restaurant, steakhouses,4156731888,"reservations, creditcard, goodforgroups, waiterservice",94109,2100 van ness ave,1
2160,33,2279,harris' steakhouse," american,steakhouse",4156731888," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,2100 van ness ave,"larry fan, md | 77 plastic surgery"," cosmetic surgeons,medical spas,skin care",4156557546,"creditcard, bikeparking",94102,77 van ness ave,0
2168,33,637,harris' steakhouse," american,steakhouse",4156731888," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,2100 van ness ave,my corner cafe, american (traditional),4155502382,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,1500 s van ness ave,0
2174,332,1290,the pied piper bar & maxfield's," american, bar",4155121111," seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94105,2 new montgomery st,mourad restaurant," moroccan,american (new)",4156602500,"reservations, creditcard, goodforgroups, waiterservice",94105,140 new montgomery st,0
2186,333,1355,delarosa," italian, bar,pizza,pub",4158727363," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, accepts visa, outdoor seating",94103,37 yerba buena ln,bluestem brasserie, brasseries,4155471111,"reservations, takeout, creditcard, bikeparking, goodforgroups, outdoorseating, hastv, waiterservice",94103,one yerba buena ln,0
2192,339,1193,nopalito," mexican,latin,spanish",4152339966," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94122,1224 9th ave,nopalito," mexican,gluten-free",4154370303,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice, caters",94117,306 broderick st,0
2197,349,2272,alexander's steakhouse," american,steakhouse",4154951111," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, private dining, valet parking",94107,448 brannan st,alexander‰Û¡ÌÝå»s steakhouse, steakhouses,4154951111,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94107,448 brannan st,1
2204,36,598,za pizza," italian,pizza",4157713100," delivery, takeout, seating, waitstaff, television, serves alcohol, wheelchair accessible",94109,1919 hyde st,za pizza," pizza,beer bar",4157713100,"delivery, takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv, waiterservice, caters",94109,1919 hyde st,1
2215,377,1544,alfred's steakhouse," american,steakhouse",4157817058," reservations, seating, waitstaff, serves alcohol, full bar, private dining, validated parking, wheelchair accessible",94111,659 merchant st,alfred‰Û¡ÌÝå»s steakhouse," steakhouses,bars,desserts",4157817058,"reservations, takeout, creditcard, goodforgroups, hastv, waiterservice",94111,659 merchant st,1
2241,417,127,el farolito," mexican,latin,fast food,spanish",4158264870," takeout, seating, wheelchair accessible",94110,2779 mission st,el farolito, mexican,4156410758,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,2950 24th st,0
2251,419,2660,bellota," spanish,mediterranean",4154306580," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94103,888 brannan st,unique designs jewelry, jewelry,4158633384,,94103,888 brannan st,0
2254,42,1724,cliff house," american,seafood,soups",4153863330," reservations, private dining, seating, waitstaff, parking available, highchairs available, wheelchair accessible, serves alcohol, full bar",94121,1090 point lobos ave,sutro‰Û¡ÌÝå»s at the cliff house, american (new),4153863330,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94121,1090 point lobos ave,1
2270,438,1113,brenda‰Û¡ÌÝå»s meat & three," american,cajun & creole",4159268657," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94115,919 divisadero st,brenda‰Û¡ÌÝå»s meat &amp; three," soul food,breakfast & brunch,southern",4159268657,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice",94115,919 divisadero st,1
2278,449,1892,whole foods market," american,vegetarian friendly,vegan options",4156180066," takeout, seating, wheelchair accessible, buffet",94107,399 4th st,whole foods market ocean," grocery,health markets,organic stores",4153337400,"takeout, creditcard, applepay, bikeparking",94112,1150 ocean ave,0
2285,451,1244,bar crudo," soups,american,seafood",4154090679," reservations, seating, waitstaff, serves alcohol, full bar",94117,655 divisadero st,bar crudo," seafood,live/raw food",4154090679,"reservations, creditcard, bikeparking, waiterservice",94117,655 divisadero st,1
2299,466,1171,jane on fillmore," american,cafe,gluten free options",4159314163," takeout, seating, wheelchair accessible",94115,2123 fillmore st,jane," coffee & tea,bakeries,breakfast & brunch",4159315263,"takeout, creditcard, bikeparking",94115,2123 fillmore st,1
2307,468,1309,helmand palace," afghani,middle eastern,vegetarian friendly",4153620641," reservations, seating, waitstaff, serves alcohol, delivery, takeout",94109,2424 van ness ave,ruth‰Û¡ÌÝå»s chris steak house," steakhouses,wine bars",4156730557,"reservations, takeout, creditcard, goodforgroups, waiterservice",94109,1601 van ness ave,0
2365,502,1446,village pizzeria," italian,pizza",4156737771," reservations, seating, television, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, delivery, takeout, waitstaff, wheelchair accessible",94109,1243 van ness ave,matterhorn restaurant," fondue,german",4158856116,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94109,2323 van ness ave,0
2389,502,989,village pizzeria," italian,pizza",4156737771," reservations, seating, television, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, delivery, takeout, waitstaff, wheelchair accessible",94109,1243 van ness ave,walzwerk, german,4155517181,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94103,381 s van ness ave,0
2390,502,998,village pizzeria," italian,pizza",4156737771," reservations, seating, television, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, delivery, takeout, waitstaff, wheelchair accessible",94109,1243 van ness ave,august 1 five," indian,cocktail bars,salad",4157715900,"reservations, takeout, creditcard, goodforkids, goodforgroups, waiterservice, caters",94102,524 van ness ave,0
2396,51,1245,state bird provisions, american,4157951272," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94115,1529 fillmore st.,state bird provisions," tapas/small plates,american (new)",4157951272,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94115,1529 fillmore st,1
2422,555,1286,commonwealth - san francisco," american, contemporary,gluten free options",4153551500," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94110,2224 mission street,commonwealth, american (new),4153551500,"reservations, creditcard, bikeparking, waiterservice",94110,2224 mission st,1
2430,564,1326,sociale, italian,4159213200," reservations, outdoor seating, seating, waitstaff, serves alcohol, wheelchair accessible",94118,3665 sacramento st,sociale, italian,4159213200,"reservations, creditcard, goodforgroups, outdoorseating, waiterservice, caters",94118,3665 sacramento st,1
2454,581,1513,sushirrito," japanese,sushi,asian,fast food",4154957655," takeout, wheelchair accessible",94105,59 new montgomery st,maxfield‰Û¡ÌÝå»s pied piper bar," lounges,american (traditional)",4155121111,"reservations, creditcard, goodforgroups, hastv, waiterservice",94102,2 new montgomery st,0
2470,59,1240,liholiho yacht club," asian,hawaiian,gluten free options",4154405446," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94109,871 sutter st,liholiho yacht club," american (new),seafood",4154405446,"reservations, creditcard, goodforgroups, waiterservice",94109,871 sutter st,1
2481,600,1962,garden court, american,4155121111," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, parking available, valet parking, free wifi",94105,"2 new montgomery st,palace hotel",palace hotel, hotels,4155121111,creditcard,94105,2 new montgomery st,0
2493,614,272,boba guys, cafe,4159672622, takeout,94108,429 stockton st,boba guys," coffee & tea,bubble tea",4159672622,"takeout, creditcard, bikeparking, outdoorseating",94110,3491 19th st,0
2504,633,283,jenny's burgers," american,fast food",4157531453," takeout, seating, wheelchair accessible",94122,1233 9th ave,jenny‰Û¡ÌÝå»s burgers," american (traditional),burgers,sandwiches",4157531453,"bikeparking, goodforkids",94122,1233 9th ave,1
2514,654,210,mela tandoori kitchen," indian,vegetarian friendly",4154474041," takeout, reservations, seating, waitstaff, serves alcohol, wheelchair accessible",94102,536 golden gate ave,morty‰Û¡ÌÝå»s delicatessen," sandwiches,delis,vegetarian",4155673354,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv, caters",94102,280 golden gate ave,0
2518,654,50,mela tandoori kitchen," indian,vegetarian friendly",4154474041," takeout, reservations, seating, waitstaff, serves alcohol, wheelchair accessible",94102,536 golden gate ave,philz coffee, coffee & tea,4156217000,"takeout, creditcard, applepay, bikeparking, caters",94102,399 golden gate ave,0
2543,696,329,wattle creek winery tasting room, wine bar,4153591206," seating, outdoor seating, wheelchair accessible",94109,900 n point st ste e211,michaelis food store," grocery,delis",4156739708,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94109,901 n point st,0
2546,7,1509,restaurant gary danko, american,4157492060," reservations, private dining, seating, waitstaff, validated parking, valet parking, wheelchair accessible, serves alcohol, full bar",94109,800 n point st,waxman‰Û¡ÌÝå»s restaurant," american (new),italian,bars",4156369700,"reservations, takeout, creditcard, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94109,900 n point st,0
2566,717,2004,waxman's restaurant," american,italian",4156369700," reservations, waitstaff, parking available, street parking, validated parking, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, takeout, outdoor seating, seating, highchairs available",94109,900 n point st,patagonia- san francisco," outdoor gear,sports wear",4157712050,"creditcard, bikeparking",94109,770 n point st,0
2570,717,2241,waxman's restaurant," american,italian",4156369700," reservations, waitstaff, parking available, street parking, validated parking, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, takeout, outdoor seating, seating, highchairs available",94109,900 n point st,gary danko," american (new),french",4157492060,"reservations, creditcard, goodforgroups, waiterservice",94109,800 n point st,0
2580,719,1365,peter d's," american, diner",4157718505," seating, waitstaff, wheelchair accessible",94109,2201 van ness ave,dainese d-store," motorcycle gear,ski & snowboard shops",4156265478,"creditcard, applepay, bikeparking",94103,131 s van ness ave,0
2617,729,978,canela bistro bar," mediterranean,spanish",4155523000," reservations, seating, waitstaff, serves alcohol",94114,2272 market st,canela bistro &amp; wine bar," spanish,tapas bars,wine bars",4155523000,"reservations, takeout, creditcard, applepay, bikeparking, goodforgroups, outdoorseating, waiterservice",94114,2272 market st,1
2618,73,1255,foreign cinema, american,4156487600," reservations, outdoor seating, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94110,2534 mission st,foreign cinema," american (new),mediterranean",4156487600,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94110,2534 mission st,1
2632,74,1380,le colonial," asian,vietnamese, contemporary,vegetarian friendly",4159313600," waitstaff, validated parking, valet parking, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, reservations, outdoor seating, private dining, seating",94109,20 cosmo pl,le colonial," vietnamese,venues & event spaces,french",4159313600,"reservations, creditcard, goodforgroups, outdoorseating, waiterservice, caters",94109,20 cosmo pl,1
2633,740,577,chutney," indian,pakistani,halal",4159315541," takeout, seating, delivery, wheelchair accessible",94102,511 jones st,chutney," indian,pakistani",4159315541,"takeout, creditcard, goodforkids, goodforgroups, waiterservice, caters",94102,511 jones st,1
2638,750,1415,the barrel room," american, wine bar",4156731916," seating, reservations, waitstaff, serves alcohol",94111,620 post st,the barrel room," wine bars,american (new),cocktail bars",4159566900,"reservations, takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94111,415 sansome st,0
2660,780,1485,crab house at pier 39," american,seafood",4154342722," reservations, seating, waitstaff, takeout",94133,203 pier 39 concourse,crab house at pier 39, seafood,4154342722,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94133,203 c pier 39,1
2671,80,1864,coqueta," mediterranean,spanish",4157048866," reservations, outdoor seating, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",,"the embarcadero, pier 5",waterfront restaurant," seafood,american (new)",4153912696,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, hastv, waiterservice",94111,pier 7 the embarcadero,0
2672,801,1227,papito," mexican,latin,spanish",4156950147," takeout, seating, waitstaff, serves alcohol",94107,317 connecticut st,papito potrero hill, mexican,4156950147,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94107,317 connecticut st,1
