id,title,cuisine,phone,feature,zipcode,street_addr
798,Green Apple Books," Music & DVDs,Bookstores",4153872272,"creditCard, bikeParking",94118,506 Clement street
799,InfiniTea," Coffee & Tea,Bubble Tea",4157511744,"takeout, creditCard, bikeParking",94121,5351 Geary boulevard
800,R Caffe," Salad,Sandwiches,Coffee & Tea",4154005147,"takeout, creditCard, bikeParking, goodForKids, caters",94102,614 Polk street
801,Punjab Kabab House," Indian,Pakistani,Halal",4154477499,"reservations, delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94102,101 Eddy street
802,The Peaks Bar Noe Valley," Dive Bars,Sports Bars,Pubs",4158260100,"creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV",94114,1316 Castro street
803,Gold Club," Adult Entertainment,Bars,Buffets",4155360300,"reservations, creditCard, goodForGroups, hasTV, waiterService",94105,650 Howard street
804,Them Ky, Vietnamese,4154418525,"takeout, goodForKids, goodForGroups, hasTV, waiterService",94109,717 Ellis street
805,Darbar Restaurant," Indian,Pakistani,Caterers",4153591236,"reservations, delivery, takeout, creditCard, goodForKids, goodForGroups, outdoorSeating, waiterService",94109,1412 Polk street
806,Good Eats Cafe, Cafes,4152888612,"delivery, takeout, creditCard, goodForKids, outdoorSeating, caters",94104,200 Pine street
807,Alfaro Catering," Mexican,Food Trucks",4158504247,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94103,332 Valencia street
808,AJ’s Bbq And Cafe," Burgers,Filipino,Breakfast & Brunch",4158255983,"reservations, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, waiterService, caters",94112,2275 San Jose avenue
809,ShakeDown, Ice Cream & Frozen Yogurt,4153747523,"takeout, creditCard, bikeParking",94109,835 Geary street
810,The City Taqueria, Mexican,4153463515,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94115,1836 Divisadero street
811,Fox and Lion Bread," Coffee & Tea,Bakeries",4158729789,"takeout, creditCard, bikeParking",94124,5273 3rd street
812,Seniore’s Pizza," Pizza,Burgers,Salad",4154005222,"delivery, takeout, creditCard, goodForKids, goodForGroups, hasTV, caters",94117,559 Divisadero street
813,Banh Mi House," Sandwiches,Coffee & Tea",4157695556,"takeout, goodForKids",94134,2701 San Bruno avenue
814,Sabor De San Miguel," Food Trucks,Latin American",4157548283,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",,
815,Underground SF," Dive Bars,Dance Clubs",4158647386,"creditCard, bikeParking, goodForGroups",94117,424 Haight street
816,Black Point Cafe," Cafes,Coffee & Tea",4158008448,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94109,882 N Point street
817,JINS, Eyewear & Opticians,4153912481,"creditCard, bikeParking",94102,151 Powell street
818,Thinkers Cafe, Coffee & Tea,4152858294,"takeout, creditCard, bikeParking, outdoorSeating",94107,1631 20th street
819,Holy Grill," Burgers,Sandwiches,Diners",4154314659,"takeout, creditCard, bikeParking, goodForKids, hasTV",94103,659 Townsend street
820,Melisa’s Chinese Cuisine, Chinese,4153871680,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94118,450 Balboa street
821,Cafe Franco," Salad,Sandwiches,Cafes",4157712268,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94123,240 Fort Mason
822,BB Tea Station," Bubble Tea,Coffee & Tea",4156815888,"takeout, bikeParking",94122,1314 Noriega street
823,BAMBU," Coffee & Tea,Juice Bars & Smoothies,Bubble Tea",4153794683,"takeout, creditCard, bikeParking, caters",94121,6050 Geary boulevard
824,Peet’s Coffee, Coffee & Tea,4154741871,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94109,2139C Polk Street
825,Latte Express," Coffee & Tea,Vietnamese,Sandwiches",4152847328,"takeout, creditCard, goodForKids, hasTV",94103,48 5th street
826,Carlin’s Cafe," Coffee & Tea,Sandwiches,Breakfast & Brunch",4155523147,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94103,298 Valencia street
827,Fog Baby Cafe," Breakfast & Brunch,Desserts,Sandwiches",4152212466,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, caters",94121,3516 Balboa street
828,The Sandwich Stand," Street Vendors,Vietnamese,Sandwiches",5109319828,"takeout, goodForKids",94105,Main street Between Market and Mission
829,Pakwan Restaurant - O’Farrell Street," Indian,Pakistani",4157760160,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94102,501 O`Farrell street
830,Park Gyros," Turkish,Mediterranean,Salad",4157310400,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService, caters",94122,1201 9th avenue
831,Two Jacks Seafood, Seafood,4154316290,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94117,401 Haight street
832,Garden Creamery," Ice Cream & Frozen Yogurt,Food Trucks,Caterers",8082246626,"takeout, creditCard, bikeParking",94110,
833,Pissed Off Pete’s," Sports Bars,Burgers,Chicken Wings",4155845122,"takeout, creditCard, bikeParking, goodForGroups, hasTV",94112,4528 Mission street
834,Craftsman and Wolves - The Den," Coffee & Tea,Bakeries,Sandwiches",4154233337,"takeout, creditCard, bikeParking, outdoorSeating, caters",94124,1598 Yosemite avenue
835,Gordo Taqueria," Fast Food,Mexican",4153874484,"takeout, creditCard, bikeParking, goodForKids",94121,2252 Clement street
836,Creperie Saint Germain," Creperies,Food Stands",4157069733,"takeout, bikeParking, goodForKids, caters",94105,222 Second street
837,Cherimoya 2," Vietnamese,Noodles",4156503009,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94122,2110 Irving street
838,SF Wraps," Mediterranean,Fast Food",4159563070,"takeout, creditCard, goodForKids, hasTV, caters",94108,255 Kearny street
839,Bini’s Kitchen," Himalayan/Nepalese,Food Stands",4153616911,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94104,1 Post Plz
840,Green Tiffin," Food Delivery Services,Vegan,Vegetarian",4152837856,"delivery, creditCard, bikeParking, goodForGroups",95014,
841,Golden Kim Tar, Chinese,4153468889,"reservations, delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94102,434 Larkin street
842,Horseshoe Tavern," Pubs,Lounges",4153461430,"creditCard, bikeParking, goodForGroups, hasTV",94123,2024 Chestnut street
843,Pizzeria Avellino, Pizza,4157762500,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94123,2769 Lombard street
844,OneUp," Pool Halls,Sports Bars",,"creditCard, bikeParking, goodForGroups, hasTV",94122,1232 Noriega street
845,Mr. Bing’s, Dive Bars,,"bikeParking, hasTV",94133,201 Columbus avenue
846,Slider Shack," Food Trucks,Burgers,Hawaiian",4156722902,"delivery, takeout, creditCard, goodForKids, goodForGroups, caters",94105,400 Howard street
847,Cafe Capriccio," Breakfast & Brunch,Cafes,Wine Bars",4157720937,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94133,2200 Mason street
848,Latte Express," Coffee & Tea,Vietnamese,Sandwiches",4152968838,"takeout, creditCard, applePay, bikeParking, goodForKids, hasTV",94108,646 Kearny street
849,901 Columbus Cafe," Coffee & Tea,Mediterranean",4154099001,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV",94133,901 Columbus avenue
850,Buffalo Burger Restaurant, Burgers,4156681267,"takeout, creditCard, bikeParking, goodForKids, hasTV",94121,5317 Geary boulevard
851,Cafe Enchante," Coffee & Tea,Bagels",4155003345,"takeout, creditCard, bikeParking",94121,6157 Geary boulevard
852,Royal Grounds Coffee, Coffee & Tea,4154745957,"takeout, creditCard, bikeParking, outdoorSeating",94109,2216 Polk street
853,The Ave," Dive Bars,Sports Bars",4155876645,"creditCard, bikeParking, goodForGroups, hasTV",94112,1607 Ocean avenue
854,Martita’s Kitchen," American (Traditional),Mexican",4152821103,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94124,2560 Marin street
855,Columbus Cafe," Dive Bars,Sports Bars,Italian",4152742599,"creditCard, bikeParking, goodForGroups, hasTV",94133,562 Green street
856,Cheaper Than Therapy," Comedy Clubs,Performing Arts",5125864401,"creditCard, bikeParking, goodForGroups",94102,533 Sutter street
857,Taqueria San Jose, Mexican,4152820203,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94110,2830 Mission street
858,Cup &amp; Cake Cafe," Coffee & Tea,Sandwiches",4159336373,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups",94118,3500 Geary boulevard
859,Joe’s Coffee Shop, Diners,4156689382,"takeout, bikeParking, goodForKids, hasTV, waiterService",94121,6134 Geary boulevard
860,Tio Chilo’s Grill, Mexican,4152851382,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94110,2872 24th street
861,FNL," Notaries,Photography Stores & Services,Fingerprinting",4156120728,"creditCard, applePay, bikeParking",,
862,Kam Po Kitchen," Cantonese,Noodles",4159823516,"takeout, goodForKids, goodForGroups, waiterService",94133,801 Broadway
863,Dol Ho, Dim Sum,4153922828,"takeout, goodForKids, goodForGroups, waiterService",94133,808 Pacific avenue
864,Sweetie’s Art Bar," Bars,Pool Halls,Art Galleries",4154332343,"creditCard, bikeParking, goodForGroups, hasTV",94133,475 Francisco street
865,The Wreck Room, Bars,4159326715,"creditCard, goodForGroups, hasTV",94109,1390 California street
866,The Red Jack Saloon," Sports Bars,Dive Bars",4159890700,"creditCard, bikeParking, goodForGroups, hasTV",94133,131 Bay street
867,Baladie Gourmet Cafe," Greek,Mediterranean,Middle Eastern",4159896629,"delivery, takeout, creditCard, goodForKids, outdoorSeating, caters",94108,337 Kearny street
868,Tava Kitchen," Indian,Halal,Gluten-Free",4155438282,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94105,163 2nd street
869,Lanna Thai Restaurant, Thai,4156658080,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService, caters",94122,1245 Noriega street
870,Los Hermanos Taqueria, Mexican,4154740530,"takeout, creditCard, bikeParking, goodForKids, hasTV",94109,868 Geary street
871,BibimBar," Food Court,Korean",4153991961,"takeout, creditCard, applePay, goodForKids, goodForGroups, hasTV, caters",94104,380 Bush street  Ste 2
872,Cafe Bean," Coffee & Tea,Creperies",4159280888,"takeout, creditCard, goodForKids, outdoorSeating, hasTV, waiterService",94109,800 Sutter street
873,Progressive Cuts, Hair Stylists,4152926474,"bikeParking, goodForKids",94117,
874,Aladdin Rugs &amp; Mattresses," Mattresses,Rugs",4156405603,"creditCard, applePay, bikeParking",94121,2001 Clement street
875,Good Earth Cafe," Bubble Tea,Cafes",4153622822,"takeout, creditCard, goodForKids",94108,835 Kearny street
876,Royal Ground Coffee," Coffee & Tea,Delis",4153862057,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94118,3101 Geary boulevard
877,Sapphire Asian Cuisine," Burmese,Asian Fusion",4159840428,"delivery, takeout, creditCard, bikeParking, goodForGroups, hasTV, waiterService, caters",94111,475 Sacramento street
878,Sammy’s Cafe," Cafes,Delis,Sandwiches",4157491938,"delivery, takeout, creditCard, goodForKids, goodForGroups",94109,1416 Bush street
879,Multikulti," Jewelry,Women's Clothing",4154371718,"creditCard, bikeParking",94110,539 Valencia street
880,Sausalito Cafe 1st St," Coffee & Tea,Mediterranean,Breakfast & Brunch",4152229922,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94105,100 1st street
881,El Pollo Supremo," Mexican,Latin American,Sandwiches",4153375750,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94112,5210 Mission street
882,Benkyodo Co," Bakeries,Candy Stores",4159221244,"takeout, bikeParking",94115,1747 Buchanan street
883,The Edge, Gay Bars,4158634027,"bikeParking, goodForGroups, hasTV",94114,4149 18th street
884,Trad’r Sam," Dive Bars,Pubs",4152210773,"goodForGroups, hasTV",94121,6150 Geary boulevard
885,In-N-Out Burger," Fast Food,Burgers",8007861000,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",,
886,Working Girls’ Cafe," Sandwiches,Cafes,Salad",4154958985,"delivery, takeout, creditCard, bikeParking, goodForKids, caters",94105,101 Mission street
887,Counter Offer," American (Traditional),Pubs",4158241800,"takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV",94110,800 S Van Ness avenue
888,Shear Irish, Hair Salons,4156828803,"bikeParking, goodForKids",94116,2393 16th avenue
889,Kiki Japanese Restaurant," Japanese,Sushi Bars",4156615522,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService, caters",94122,1269 9th avenue
890,Starbucks, Coffee & Tea,4154411740,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94129,1 Letterman Dr
891,illy Caffè," Coffee & Tea,Italian,Cafes",6284443171,"takeout, creditCard, outdoorSeating",94111,123 Battery street
892,Elsy’s Restaurant, Salvadoran,4156420104,"takeout, creditCard, goodForKids, goodForGroups",94110,2893 Mission street
893,Peet’s Coffee, Coffee & Tea,4159814550,"takeout, creditCard, bikeParking",94111,22 Battery Street
894,Bite Me Sandwiches, Sandwiches,4154314788,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94103,2797 16th street
895,Sweet Kneads," Gluten-Free,Caterers",4159719066,"delivery, goodForKids, goodForGroups",94123,
896,Peet’s Coffee, Coffee & Tea,4155922200,"takeout, creditCard, bikeParking, outdoorSeating, caters",94118,5201 Geary boulevard
897,Frozen Kuhsterd," Ice Cream & Frozen Yogurt,Food Trucks",4153719050,"takeout, creditCard, applePay, bikeParking, caters",94103,428 11th street
898,Sweet Penelope," Cards & Stationery,Bridal",4155135735,creditCard,94114,
899,El Sol Taqueria, Mexican,4154410405,"takeout, creditCard, bikeParking, goodForKids",94102,595 Geary street
900,Hunan Cafe 2," Chinese,Noodles,Soup",4157511682,"delivery, takeout, creditCard, goodForKids, goodForGroups, waiterService",94121,4450 Cabrillo street
901,Good Noodle Restaurant," Vietnamese,Chinese,Noodles",4153799008,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94118,239 Clement street
902,Du’s Sandwich," Vietnamese,Street Vendors,Sandwiches",5105218563,"takeout, bikeParking, goodForKids",94103,1st Sansome street
903,Baby’s Eatery and Palabok, Filipino,4155850990,,94112,4609 Mission street
904,Specialty’s Café &amp; Bakery," Sandwiches,Salad,Cafes",8775022837,,94104,369 Pine street
905,San Francisco Herb Company," Grocery,Health Markets",4158617174,"creditCard, bikeParking",94103,250 14th street
906,Shanghai Kelly’s," Pubs,Sports Bars",4157713300,,94109,2064 Polk street
907,Geary Salon, Hair Stylists,4153868809,,94118,3151 Geary boulevard
908,Belly, Burgers,4159336232,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV",94121,5740 Geary boulevard
909,eatsa," Salad,Vegetarian,Breakfast & Brunch",4159304006,,94111,1 California street
