title,phone,tags,price,yelp_rating,food_rating,service_rating,value_rating,atmosphere_rating,feature,street_address,zipcode,zipcode_extension,monday,tuesday,wednesday,thursday,friday,saturday,sunday,webpage
Contigo,(415) 285-0250,"Mediterranean, Spanish, Tapas Bars",$20-$60,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Outdoor Seating, Seating",1320 Castro street,94114,3621,10:00 PM-5:30 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-9:30 PM,http://www.yelp.com/biz/contigo-san-francisco-2
ABV,,"American, Bar, Pub, Vegetarian Friendly, Cocktail Bars, American (New)",$11-$30,4.5,4.5/5,4.5/5,,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Bikeparking, Takeout, Seating",3174 16th street,94103,3363,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,https://www.yelp.com/biz/abv-san-francisco-2
San Tung,(415) 242-0828,"Chinese, Asian, Korean, Asian Fusion",$11-$30,4.0,4.5/5,3.5/5,3/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Seating",1031 Irving street,94122,2215,"11:00 AM-3:00 PM, 5:00 PM-9:30 PM","11:00 AM-3:00 PM, 5:00 PM-9:30 PM",,"11:00 AM-3:00 PM, 5:00 PM-9:30 PM","11:00 AM-3:00 PM, 5:00 PM-9:30 PM","11:00 AM-3:00 PM, 5:00 PM-9:30 PM","11:00 AM-3:00 PM, 5:00 PM-9:30 PM",https://www.yelp.com/biz/san-tung-san-francisco-2
Shizen,(415) 678-5767,"Japanese, Sushi, Asian, Vegan Options, Sushi Bars, Vegan, Izakaya",$11-$30,4.5,4.5/5,4.5/5,5/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Takeout, Seating",370 14th street,94103,2460,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,https://www.yelp.com/biz/shizen-vegan-sushi-bar-and-izakaya-san-francisco
Greens Restaurant,(415) 771-6222,"American, Vegetarian Friendly, Gluten Free Options, Vegetarian, Vegan, Gluten-Free",$31-$80,4.0,4.5/5,4.5/5,4.5/5,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Private Dining, Parking Available, Reservations, Takeout, Wheelchair Accessible, Attire, Noiselevel, Seating, Full Bar",2 Marina boulevard Building A,94123,1284,5:30 PM-9:00 PM,"12:00 PM-2:30 PM, 5:30 PM-9:00 PM","12:00 PM-2:30 PM, 5:30 PM-9:00 PM","12:00 PM-2:30 PM, 5:30 PM-9:00 PM","12:00 PM-2:30 PM, 5:30 PM-9:00 PM","11:00 AM-2:30 PM, 5:30 PM-9:00 PM","10:30 AM-2:00 PM, 5:30 PM-9:00 PM",http://www.yelp.com/biz/greens-restaurant-san-francisco-3
Jenny's Burgers,(415) 753-1453,"American, Fast Food, American (Traditional), Burgers, Sandwiches",$10-$10,4.0,4.5/5,4.5/5,3.5/5,4.5/5,"Wifi, Bikeparking, Wheelchair Accessible, Takeout, Seating",1233 9th avenue,94122,2306,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,12:00 PM-10:00 PM,12:00 PM-10:00 PM,https://www.yelp.com/biz/jennys-burgers-san-francisco
Ragazza,(415) 255-1133,"Italian, Pizza",$11-$30,4.0,4/5,4/5,4/5,4/5,"Accepts Visa, Serves Alcohol, Waitstaff, Delivery, Goodforkids, Wifi, Accepts Mastercard, Ambience, Bikeparking, Wine And Beer, Takeout, Wheelchair Accessible, Outdoor Seating, Digital Payments, Seating",311 Divisadero Street,94117,,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:00 PM,https://www.yelp.com/biz/ragazza-san-francisco
Golden Boy Pizza,(415) 982-9738,"Italian, Pizza, Fast Food",$10-$20,4.5,4.5/5,4.5/5,4/5,4.5/5,"Serves Alcohol, Delivery, Wifi, Bikeparking, Television, Takeout, Attire, Parking, Seating",542 Green street,94133,3921,11:30 AM-11:30 PM,11:30 AM-11:30 PM,11:30 AM-11:30 PM,11:30 AM-11:30 PM,11:30 AM-2:30 AM,11:30 AM-2:30 AM,11:30 AM-11:30 PM,https://www.yelp.com/biz/golden-boy-pizza-san-francisco
Blue Plate,(415) 282-6777,"American, Contemporary, American (Traditional), Desserts, Tapas/Small Plates",$20-$60,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Takeout, Attire, Noiselevel, Seating",3218 Mission street,94110,5007,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-9:30 PM,http://www.yelp.com/biz/blue-plate-san-francisco
Cha-Ya,(415) 252-7825,"Japanese, Sushi, Asian, Vegetarian Friendly, Vegetarian, Vegan",$11-$30,4.0,4.5/5,4.5/5,4/5,4.5/5,"Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Seating",762 Valencia street,94110,1735,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-9:30 PM,https://www.yelp.com/biz/cha-ya-san-francisco-5
Mela Tandoori Kitchen,(415) 447-4041,"Indian, Vegetarian Friendly, Pakistani, Halal",$11-$30,4.0,5/5,4.5/5,4.5/5,5/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Alcohol, Wifi, Hastv, Ambience, Reservations, Takeout, Wheelchair Accessible, Attire, Noiselevel, Parking, Seating",536 Golden Gate avenue,94102,3221,5:30 PM-10:00 PM,8:00 PM-12:00 AM,8:00 PM-12:00 AM,"11:30 AM-2:30 PM, 5:30 PM-10:00 PM","11:30 AM-2:30 PM, 5:30 PM-10:00 PM",8:00 PM-2:00 AM,8:00 PM-12:00 AM,https://www.yelp.com/biz/mela-tandoori-kitchen-san-francisco-2
The Little Chihuahua,(415) 255-8225,"Mexican, Southwestern, Latin, Spanish",$11-$30,4.0,4.5/5,4/5,4/5,4.5/5,"Serves Alcohol, Delivery, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Seating",292 Divisadero street,94117,3253,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,10:00 AM-11:00 PM,10:00 AM-10:00 PM,https://www.yelp.com/biz/the-little-chihuahua-san-francisco
Ben Thai Cafe,(415) 771-2562,"Thai, Asian",$10-$30,4.5,4.5/5,4/5,,4/5,"Accepts Visa, Serves Alcohol, Waitstaff, Delivery, Hastv, Accepts Discover, Wifi, Accepts Mastercard, Ambience, Bikeparking, Accepts American Express, Wine And Beer, Takeout, Attire, Seating",1331 Polk street,94109,4617,"11:30 AM-3:30 PM, 5:00 PM-10:00 PM","11:30 AM-3:30 PM, 5:00 PM-10:00 PM","11:30 AM-3:30 PM, 5:00 PM-10:00 PM","11:30 AM-3:30 PM, 5:00 PM-10:00 PM","11:30 AM-3:30 PM, 5:00 PM-10:00 PM","11:30 AM-3:30 PM, 5:00 PM-10:00 PM","11:30 AM-3:30 PM, 5:00 PM-10:00 PM",https://www.yelp.com/biz/ben-thai-cafe-san-francisco
Mathilde French Bistro,(415) 546-6128,"French, European, Desserts, Salad",$31-$60,4.5,4.5/5,5/5,,4.5/5,"Waitstaff, Delivery, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",315 Fifth Street,94107,,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,,http://www.yelp.com/biz/mathilde-french-bistro-san-francisco
Caffe Sapore,(415) 474-1222,"Cafe, Italian, Sandwiches, Breakfast & Brunch, Bagels",$10-$20,4.0,4.5/5,4/5,4/5,4/5,"Delivery, Goodforkids, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",790 Lombard street,94133,,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,https://www.yelp.com/biz/caffe-sapore-san-francisco
Asian Box,(415) 288-3688,"Fast Food, Asian, Vegetarian Friendly, Vietnamese, Asian Fusion, Gluten-Free",$10-$10,4.0,4.5/5,4.5/5,3.5/5,4.5/5,"Delivery, Hastv, Wifi, Wheelchair Accessible, Takeout, Attire, Seating",170 Ofarrell street Macy's Union Square - Cellar,94102,2202,11:00 AM-7:00 PM,11:00 AM-7:00 PM,11:00 AM-7:00 PM,11:00 AM-7:00 PM,11:00 AM-7:00 PM,11:00 AM-7:00 PM,11:00 AM-6:00 PM,https://www.yelp.com/biz/asian-box-san-francisco
Zushi Puzzle,(415) 931-9319,"Japanese, Sushi, Asian, Sushi Bars",$20-$60,4.0,4.5/5,4/5,4/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",1910 Lombard street,94123,2807,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,,http://www.yelp.com/biz/zushi-puzzle-san-francisco-2
Straw,(415) 431-3663,"American, American (New), Breakfast & Brunch",$7-$30,4.0,4.5/5,4.5/5,4.5/5,4.5/5,"Accepts Visa, Serves Alcohol, Waitstaff, Delivery, Goodforkids, Accepts Discover, Wifi, Accepts Mastercard, Ambience, Bikeparking, Accepts American Express, Wine And Beer, Reservations, Takeout, Attire, Noiselevel, Seating",203 Octavia Boulevard,94102,,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,"10:00 AM-3:00 PM, 5:00 PM-10:00 PM","10:00 AM-3:00 PM, 5:00 PM-9:00 PM",https://www.yelp.com/biz/straw-san-francisco
Keiko a Nob Hill,(415) 829-7141,"French, Japanese, American (New)",$50-$61,4.5,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Ambience, Reservations, Takeout, Noiselevel, Seating",1250 Jones street,94109,,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,https://www.yelp.com/biz/keiko-%C3%A0-nob-hill-san-francisco-2
Siam Lotus Thai Cuisine,(415) 933-8031,"Asian, Thai",$11-$30,4.0,4.5/5,4/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire, Noiselevel, Seating",1705 Haight street,94117,2807,"12:00 PM-4:00 PM, 5:00 PM-9:00 PM",,5:00 PM-4:00 PM,"12:00 PM-4:00 PM, 5:00 PM-9:00 PM","12:00 PM-4:00 PM, 5:00 PM-9:30 PM",12:00 PM-9:30 PM,12:00 PM-9:00 PM,https://www.yelp.com/biz/siam-lotus-thai-cuisine-san-francisco
Zuni Cafe,(415) 552-2522,"American, Contemporary, Fusion, American (New), Salad, Cafes",$31-$60,3.5,4.5/5,4.5/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",1658 Market street,94102,5949,,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-12:00 AM,11:30 AM-12:00 AM,11:00 AM-11:00 PM,http://www.yelp.com/biz/zuni-caf%C3%A9-san-francisco-3
Delicious Dim Sum,(415) 781-0721,"Chinese, Asian, Dim Sum, Cantonese",$10-$10,4.0,4.5/5,4/5,3/5,4.5/5,"Takeout, Delivery, Wifi",752 Jackson street,94133,4910,7:00 AM-6:00 PM,7:00 AM-6:00 PM,,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,https://www.yelp.com/biz/delicious-dim-sum-san-francisco
Thai Idea Vegetarian,(415) 440-8344,"Asian, Thai, Vegetarian Friendly, Vegan Options, Vegan, Vegetarian",$11-$30,4.5,4.5/5,4.5/5,4/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Wheelchair Accessible, Attire, Noiselevel, Seating",710 Polk street,94109,,"11:00 AM-3:00 PM, 5:00 PM-10:00 PM","11:00 AM-3:00 PM, 5:00 PM-10:00 PM","11:00 AM-3:00 PM, 5:00 PM-10:00 PM","11:00 AM-3:00 PM, 5:00 PM-10:00 PM","11:00 AM-3:00 PM, 5:00 PM-10:30 PM",12:00 PM-10:30 PM,12:00 PM-10:00 PM,https://www.yelp.com/biz/thai-idea-vegetarian-san-francisco-2
Jeanne D'arc,(415) 421-3154,French,$31-$60,4.0,4.5/5,4.5/5,4.5/5,4.5/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Reservations, Takeout, Noiselevel, Seating",715 Bush street,94108,3402,,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,,http://www.yelp.com/biz/restaurant-jeanne-d-arc-san-francisco
Restaurant Gary Danko,(415) 749-2060,"American, American (New), French",$61-$100,4.5,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Private Dining, Reservations, Wheelchair Accessible, Valet Parking, Takeout, Noiselevel, Seating, Validated Parking, Full Bar",800 N Point street,94109,1228,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,https://www.yelp.com/biz/gary-danko-san-francisco
Park Tavern,(415) 989-7300,"American, Bar, American (New), Breakfast & Brunch",$31-$60,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Valet Parking, Outdoor Seating, Takeout, Noiselevel, Seating, Full Bar",1652 Stockton street,94133,3316,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,11:30 AM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-10:00 PM,http://www.yelp.com/biz/park-tavern-san-francisco
Loving Hut,(415) 975-3888,"Asian, Vietnamese, Fast Food, Vegan Options, Vegan, Vegetarian",$10-$10,4.0,4.5/5,4/5,3/5,4/5,"Delivery, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating","845 Market street Ste 12,at Westfield",94103,1924,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-7:00 PM,https://www.yelp.com/biz/loving-hut-san-francisco
Waxman's Restaurant,(415) 636-9700,"American, Italian, American (New), Bars",$16-$60,4.0,4/5,4.5/5,,3.5/5,"Waitstaff, Goodforkids, Takeout, Noiselevel, Seating, Validated Parking, Full Bar, Accepts Visa, Serves Alcohol, Wifi, Parking Available, Attire, Delivery, Accepts Mastercard, Street Parking, Reservations, Outdoor Seating, Hastv, Accepts Discover, Ambience, Accepts American Express, Wheelchair Accessible, Parking, Highchairs Available, Free Wifi",900 N Point street,94109,1192,,5:30 PM-9:00 PM,5:30 PM-9:00 PM,5:30 PM-9:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,,http://www.yelp.com/biz/waxmans-restaurant-san-francisco
La Corneta Taqueria,(415) 469-8757,"Mexican, Latin, Fast Food, Spanish",$10-$10,4.0,4.5/5,4/5,3.5/5,5/5,"Delivery, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",2834 Diamond street,94131,3005,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,11:00 AM-9:00 PM,https://www.yelp.com/biz/la-corneta-taqueria-san-francisco-2
In-N-Out Burger,(800) 786-1000,"Fast Food, Burgers",$10-$10,4.0,4/5,4/5,,4.5/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Seating","333 Jefferson Street,Anchorage Square",94133,,10:30 AM-1:00 AM,10:30 AM-1:00 AM,10:30 AM-1:00 AM,10:30 AM-1:00 AM,10:30 AM-1:30 AM,10:30 AM-1:30 AM,10:30 AM-1:00 AM,https://www.yelp.com/biz/in-n-out-burger-san-francisco
Universal Cafe,(415) 821-4608,"American, Cafe, Breakfast & Brunch, American (New), Diners",$11-$40,4.0,4.5/5,4.5/5,4/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Wifi, Ambience, Bikeparking, Reservations, Takeout, Attire, Outdoor Seating, Noiselevel, Seating",2814 19th street,94110,2018,,5:30 PM-9:00 PM,"10:00 AM-2:15 PM, 5:30 PM-9:00 PM","10:00 AM-2:15 PM, 5:30 PM-9:00 PM","10:00 AM-2:15 PM, 5:30 PM-10:00 PM","9:00 AM-3:00 PM, 5:30 PM-10:00 PM",9:00 AM-3:00 PM,https://www.yelp.com/biz/universal-cafe-san-francisco-5
1428 Haight,(415) 864-8484,"American (Traditional), Creperies, Breakfast & Brunch",$11-$30,4.0,4/5,4/5,,4/5,"Alcohol, Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Outdoor Seating, Parking, Seating","1428 Haight Street,Bairro Hippie",94117,,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,https://www.yelp.com/biz/1428-haight-patio-cafe-and-crepery-san-francisco
King of Noodles,(415) 566-8318,"Chinese, Asian, Soups, Noodles, Soup",$10-$10,3.5,5/5,4/5,3/5,5/5,"Waitstaff, Delivery, Wifi, Ambience, Bikeparking, Takeout, Seating",1639 Irving street,94122,1813,"11:30 AM-3:30 PM, 5:00 PM-9:30 PM","11:30 AM-3:30 PM, 5:00 PM-9:30 PM",,"11:30 AM-3:30 PM, 5:00 PM-9:30 PM","11:30 AM-3:30 PM, 5:00 PM-10:00 PM",11:30 AM-10:00 PM,11:30 AM-9:30 PM,https://www.yelp.com/biz/king-of-noodles-san-francisco-3
Nico,(415) 359-1000,"American, American (New), French",$31-$60,4.0,4.5/5,4/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",3228 Sacramento street,94115,2007,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,,http://www.yelp.com/biz/nico-san-francisco
Canela Bistro Bar,(415) 552-3000,"Mediterranean, Spanish, Tapas Bars, Wine Bars",$11-$50,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Creditcard, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",2272 Market street,94114,1506,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,11:00 AM-10:00 PM,https://www.yelp.com/biz/canela-bistro-and-wine-bar-san-francisco
Foreign Cinema,(415) 648-7600,"American, American (New), Mediterranean",$30-$60,4.0,4.5/5,4/5,4.5/5,3.5/5,"Serves Alcohol, Waitstaff, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Outdoor Seating, Noiselevel, Seating, Full Bar",2534 Mission street,94110,2512,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,"11:00 AM-2:30 PM, 5:30 PM-11:00 PM","11:00 AM-2:30 PM, 5:30 PM-10:00 PM",http://www.yelp.com/biz/foreign-cinema-san-francisco
Trou Normand,,"American, Cocktail Bars, Breakfast & Brunch",$31-$60,4.0,4/5,4/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",140 New Montgomery street,94105,3705,8:00 AM-12:00 AM,8:00 AM-12:00 AM,8:00 AM-12:00 AM,8:00 AM-12:00 AM,8:00 AM-12:00 AM,5:30 PM-12:00 AM,10:30 AM-9:30 PM,http://www.yelp.com/biz/trou-normand-san-francisco
Locanda,(415) 863-6800,"Italian, Bars",$31-$60,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",557 Valencia street,94110,1114,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-11:00 PM,"10:30 AM-2:00 PM, 5:30 PM-11:00 PM","10:30 AM-2:00 PM, 5:30 PM-10:00 PM",http://www.yelp.com/biz/locanda-san-francisco
Le Colonial,(415) 931-3600,"Asian, Vietnamese, Contemporary, Vegetarian Friendly, Venues & Event Spaces, French",$5-$80,3.5,4.5/5,4/5,4.5/5,3.5/5,"Waitstaff, Goodforkids, Takeout, Noiselevel, Seating, Validated Parking, Full Bar, Accepts Visa, Serves Alcohol, Private Dining, Attire, Accepts Mastercard, Reservations, Valet Parking, Outdoor Seating, Hastv, Accepts Discover, Ambience, Accepts American Express, Wheelchair Accessible, Free Wifi",20 Cosmo Pl,94109,6413,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-10:00 PM,http://www.yelp.com/biz/le-colonial-san-francisco
Chutney,(415) 931-5541,"Indian, Pakistani, Halal",$10-$20,3.5,4.5/5,3.5/5,3.5/5,4.5/5,"Delivery, Hastv, Wifi, Ambience, Wheelchair Accessible, Takeout, Attire, Seating",511 Jones street,94102,2007,12:00 PM-12:00 AM,12:00 PM-12:00 AM,12:00 PM-12:00 AM,12:00 PM-12:00 AM,12:00 PM-12:00 AM,12:00 PM-12:00 AM,12:00 PM-12:00 AM,https://www.yelp.com/biz/chutney-san-francisco
Benihana,(415) 563-4844,"Japanese, Sushi, Asian",$21-$60,3.0,4/5,4/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Highchairs Available, Hastv, Wifi, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Parking, Seating, Full Bar",1737 Post street Ste 350,94115,3628,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-11:00 PM,12:00 PM-11:00 PM,12:00 PM-10:00 PM,http://www.yelp.com/biz/benihana-san-francisco
1601 Bar Amp Kitchen,(415) 552-1601,"Sri Lankan, Vegetarian Friendly, Asian Fusion, Wine Bars",$31-$60,4.0,4.5/5,5/5,5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",1601 Howard street,94103,2526,,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,,http://www.yelp.com/biz/1601-bar-and-kitchen-san-francisco
Tataki,(415) 931-1182,"Japanese, Sushi, Asian, Sushi Bars, Bars",$11-$30,4.0,4.5/5,4/5,3.5/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Ambience, Takeout, Attire, Noiselevel, Seating",2815 California street,94115,2515,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:30 PM,5:30 PM-10:30 PM,5:00 PM-10:00 PM,https://www.yelp.com/biz/tataki-san-francisco
Chez Maman West,(415) 355-9067,"French, Burgers",$11-$30,4.0,4.5/5,4.5/5,3.5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Ambience, Wheelchair Accessible, Takeout, Attire, Seating",401 Gough street,94102,4415,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,https://www.yelp.com/biz/chez-maman-west-san-francisco-2
Trattoria da Vittorio,(415) 742-0300,"Italian, Pizza",$11-$30,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Reservations, Attire, Parking, Seating",150 W Portal avenue,94127,1306,"11:00 AM-3:00 PM, 5:00 PM-10:00 PM","11:00 AM-3:00 PM, 5:00 PM-10:00 PM","11:00 AM-3:00 PM, 5:00 PM-10:00 PM","11:00 AM-3:00 PM, 5:00 PM-10:00 PM","11:00 AM-3:00 PM, 5:00 PM-10:00 PM",11:00 AM-10:00 PM,11:00 AM-10:00 PM,https://www.yelp.com/biz/trattoria-da-vittorio-san-francisco
Hillstone,(415) 392-9280,"American, Bar, Pub, American (New), Diners, Wine Bars",$31-$80,4.0,4.5/5,4.5/5,4/5,4/5,"Accepts Visa, Serves Alcohol, Waitstaff, Goodforkids, Hastv, Accepts Mastercard, Ambience, Bikeparking, Television, Accepts American Express, Reservations, Wheelchair Accessible, Takeout, Outdoor Seating, Noiselevel, Parking, Seating, Full Bar",1800 Montgomery street,94111,,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-10:00 PM,http://www.yelp.com/biz/hillstone-san-francisco-4
ICHI Sushi,(415) 525-4750,"Japanese, Sushi, Asian, Sushi Bars",$31-$60,3.5,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",3282 Mission street,94110,5007,"11:30 AM-2:00 PM, 5:30 PM-10:00 PM","11:30 AM-2:00 PM, 5:30 PM-10:00 PM","11:30 AM-2:00 PM, 5:30 PM-10:00 PM","11:30 AM-2:00 PM, 5:30 PM-10:00 PM","11:30 AM-2:00 PM, 5:30 PM-11:00 PM",5:30 PM-11:00 PM,5:30 PM-9:30 PM,http://www.yelp.com/biz/ichi-sushi-san-francisco-3
