A_id,A_title,A_popularity,A_rating,A_price,A_cuisine,A_phone,A_food_rating,A_service_rating,A_value_rating,A_atmosphere_rating,A_price_range,A_feature,A_mon,A_tue,A_wed,A_thu,A_fri,A_sat,A_sun,A_address,A_description,B_id,B_title,B_yelpPage,B_categories,B_price,B_rating,B_mon,B_tue,B_wed,B_thu,B_fri,B_sat,B_sun,B_addr,B_phone,B_takeout,B_creditCard,B_applePay,B_parking,B_bikeParking,B_outdoorSeating,B_wifi,B_caters,B_reservations,B_delivery,B_goodFor,B_goodForKids,B_goodForGroups,B_attire,B_ambience,B_noiseLevel,B_alcohol,B_hasTV,B_waiterService,B_driveThrough
102,Morton's - The Steakhouse,"#103 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,"American,Steakhouse",+1 415-986-5830,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,4 of 5 bubbles,$50 -$80,"Reservations, Private Dining, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar",4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,2:00 pm - 11:00 pm,2:00 pm - 11:00 pm,5:00 pm - 10:15 pm,"400 Post St,San Francisco, CA 94102-1533","Address:400 Post St,San Francisco, CA 94102-1533(Post & Powell)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-986-5830trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",2281,Morton’s The Steakhouse,https://www.yelp.com/ /biz/mortons-the-steakhouse-san-francisco,Steakhouses,Above $61,3.5 star rating,4:00 pm-11:00 pm,4:00 pm-11:00 pm,4:00 pm-11:00 pm,4:00 pm-11:00 pm,2:00 pm-11:00 pm,2:00 pm-11:00 pm,4:00 pm-10:00 pm,"400 Post St Lower LevelSan Francisco, CA 94102",(415) 986-5830,No,Yes,,Valet,Yes,No,No,No,Yes,No,Dinner,No,Yes,Dressy,Classy,Average,Full Bar,Yes,Yes,
1021,Mister Jiu’s,"#1,022 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,"Chinese, Contemporary,Asian",+1 415-857-9688,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,,"Reservations, Serves Alcohol, Seating, Waitstaff, Wheelchair Accessible",,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 11:00 pm,5:30 pm - 11:00 pm,,"28 Waverly Pl,San Francisco, CA 94108-2119","Address:28 Waverly Pl,San Francisco, CA 94108-2119Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-857-9688trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",2274,Mister Jiu’s,https://www.yelp.com/ /biz/mister-jius-san-francisco,Chinese,Above $61,4.0 star rating,Closed,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,Closed,"28 Waverly PlSan Francisco, CA 94108",(415) 857-9688,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
1026,Taqueria El Sol,"#1,027 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Latin,Spanish",+1 415-441-0405,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,"Takeout, Seating",10:00 am - 11:30 pm,10:00 am - 11:30 pm,10:00 am - 11:30 pm,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 11:30 pm,"595 Geary St,San Francisco, CA 94102-1651","Address:595 Geary St,San Francisco, CA 94102-1651Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-441-0405trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",899,El Sol Taqueria,https://www.yelp.com/ /biz/el-sol-taqueria-san-francisco,Mexican,Under $10,3.5 star rating,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-11:00 pm,"595 Geary StSan Francisco, CA 94102",(415) 441-0405,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,
1040,Manna,"#1,041 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Asian,Korean",+1 415-665-5969,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Seating, Waitstaff",,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,"845 Irving St,San Francisco, CA 94122-2310","Address:845 Irving St,San Francisco, CA 94122-2310Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-665-5969trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1190,Manna,https://www.yelp.com/ /biz/manna-san-francisco,Korean,$11-30,4.0 star rating,Closed,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,"845 Irving StSan Francisco, CA 94122",(415) 665-5969,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1045,August (1) Five,"#1,046 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,Indian,+(1)415-771-5900,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,$5 -$20,Reservations,,,,,,,,"524 Van Ness Avenue,San Francisco, CA 94102","Address:524 Van Ness Avenue,San Francisco, CA 94102Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Civic CenterNeighborhood: Civic CenterPhone Number:+(1)415-771-5900trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",998,August 1 Five,https://www.yelp.com/ /biz/august-1-five-san-francisco,"Indian,Cocktail Bars,Salad",$11-30,4.5 star rating,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-10:30 pm,11:30 am-2:30 pm5:00 pm-10:30 pm,Closed,"524 Van Ness AveSan Francisco, CA 94102",(415) 771-5900,Yes,Yes,No,"Garage, Street",No,No,No,Yes,Yes,No,Dinner,Yes,Yes,Casual,Classy,Average,Full Bar,No,Yes,
1048,La Palma Mexicatessen,"#1,049 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Latin,Spanish",+1 415-647-1500,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$8,"Takeout, Seating",8:00 am - 6:00 pm,8:00 am - 6:00 pm,8:00 am - 6:00 pm,8:00 am - 6:00 pm,8:00 am - 6:00 pm,8:00 am - 6:00 pm,8:00 am - 5:00 pm,"2884 24th St,San Francisco, CA 94110-4233","Address:2884 24th St,San Francisco, CA 94110-4233Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-647-1500trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",33,La Palma Mexicatessen,https://www.yelp.com/ /biz/la-palma-mexicatessen-san-francisco,Mexican,Under $10,4.5 star rating,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-5:00 pm,"2884 24th StSan Francisco, CA 94110",(415) 647-1500,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
1054,Golden Gate Meat Company,"#1,055 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,American,,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,,Takeout,,,,,,,11:00 am - 5:00 pm,"1 Ferry Building,San Francisco, CA 94111-4209","Address:1 Ferry Building,San Francisco, CA 94111-4209Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscotrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",708,Golden Gate Meat Company,https://www.yelp.com/ /biz/golden-gate-meat-company-san-francisco,"Meat Shops,Delis",Under $10,4.0 star rating,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,7:00 am-5:30 pm,11:00 am-5:00 pm,"1 Ferry BldgSan Francisco, CA 94111",(415) 983-7800,Yes,Yes,No,"Street, Validated",Yes,Yes,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
1057,Ginza Sushi & Sake,"#1,058 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Japanese,Sushi, Contemporary,Asian",+1 415-742-0552,4 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,$5 -$30,"Delivery, Takeout, Seating, Waitstaff, Television, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations",12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,"1793 Haight St,San Francisco, CA 94117-2807","Address:1793 Haight St,San Francisco, CA 94117-2807Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Haight-AshburyNeighborhood: Haight-AshburyPhone Number:+1 415-742-0552trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1013,Ginza Sushi &amp; Sake,https://www.yelp.com/ /biz/ginza-sushi-and-sake-san-francisco,"Sushi Bars,Japanese",$11-30,4.0 star rating,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,"1793 Haight St.San Francisco, CA 94117",(415) 742-0552,Yes,Yes,No,Street,Yes,No,No,No,Yes,Yes,"Lunch, Dinner",Yes,Yes,Casual,"Casual, Trendy",Average,Beer & Wine Only,Yes,Yes,
1058,bar agricole,"#1,059 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,,+1 415-355-9400,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$30 -$50,"Outdoor Seating, Seating, Waitstaff, Reservations, Serves Alcohol, Full Bar",,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,11:00 am - 2:00 pm,"355 11th St,Ste 100,San Francisco, CA 94103-4343","Address:355 11th St,Ste 100,San Francisco, CA 94103-4343(Folsom and Harrison)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-355-9400trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1348,Bar Agricole,http://www.yelp.com/ /biz/bar-agricole-san-francisco,"Bars,American (New)",$31-60,3.5 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-11:00 pm,10:00 am-2:00 pm5:00 pm-11:00 pm,10:00 am-2:00 pm5:00 pm-9:00 pm,"355 11th StSan Francisco, CA 94103",(415) 355-9400,No,Yes,No,Street,Yes,Yes,Free,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
106,Wayfare Tavern,"#107 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American, Bar",+1 415-772-9060,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$29 -$31,"Takeout, Reservations, Private Dining, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",11:00 am - 10:30 pm,11:00 am - 10:30 pm,11:00 am - 10:30 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:30 am - 11:00 pm,11:30 am - 10:00 pm,"558 Sacramento St,San Francisco, CA 94111-3034","Address:558 Sacramento St,San Francisco, CA 94111-3034(Montgomery & Sansome)Public Transportation:Muni: Clay & Montgomery stops; Sansome & Sacramento stops. Cable car stops one block away on California Street.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-772-9060trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1354,Wayfare Tavern,http://www.yelp.com/ /biz/wayfare-tavern-san-francisco-2,American (Traditional),$31-60,4.0 star rating,11:00 am-10:30 pm,11:00 am-10:30 pm,11:00 am-10:30 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:30 am-11:00 pm,11:30 am-10:00 pm,"558 Sacramento StSan Francisco, CA 94111",(415) 772-9060,Yes,Yes,No,"Valet, Street",No,Yes,Free,No,Yes,No,Dinner,No,Yes,Casual,Classy,Average,Full Bar,No,Yes,
1062,Taqueria Los Coyotes,"#1,063 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Latin,Spanish",+1 415-861-3708,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Seating, Wheelchair Accessible",9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:00 am - 3:00 am,9:00 am - 3:00 am,,"3036 16th St,San Francisco, CA 94103-3403","Address:3036 16th St,San Francisco, CA 94103-3403Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-861-3708trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",325,Taqueria Los Coyotes,https://www.yelp.com/ /biz/taqueria-los-coyotes-san-francisco,Mexican,Under $10,4.0 star rating,9:30 am-10:30 pm,9:30 am-10:30 pm,9:30 am-10:30 pm,9:30 am-10:30 pm,9:30 am-3:30 am,9:00 am-3:30 am,9:00 am-12:00 am,"3036 16th StSan Francisco, CA 94103",(415) 861-3708,Yes,Yes,No,Street,Yes,No,Free,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
1063,Cafe International,"#1,064 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Cafe,Vegetarian Friendly",+1 415-552-7390,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Seating, Takeout",7:00 am - 4:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,8:00 am - 10:00 pm,"508 Haight St,San Francisco, CA 94117","Address:508 Haight St,San Francisco, CA 94117Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Haight-AshburyNeighborhood: Haight-AshburyPhone Number:+1 415-552-7390trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",90,Cafe International,https://www.yelp.com/ /biz/cafe-international-san-francisco,"Coffee & Tea,Sandwiches,Desserts",Under $10,4.0 star rating,7:00 am-3:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:30 am-9:00 pm,8:00 am-9:00 pm,"508 Haight StSan Francisco, CA 94117",(415) 552-7390,Yes,No,No,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
1067,Red Jade,"#1,068 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,"Chinese,Asian",+1 415-621-3020,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,"Delivery, Takeout, Seating, Waitstaff, Wheelchair Accessible",11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,12:00 pm - 9:30 pm,"245 Church Street,San Francisco, CA 94114","Address:245 Church Street,San Francisco, CA 94114Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-621-3020trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",775,Red Jade,https://www.yelp.com/ /biz/red-jade-san-francisco,Chinese,Under $10,3.5 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,12:00 pm-9:30 pm,"245 Church StSan Francisco, CA 94114",(415) 621-3020,Yes,Yes,No,Street,Yes,No,No,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1068,Cafe La Vie,"#1,069 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,Cafe,,4 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Wheelchair Accessible",7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,8:00 am - 6:00 pm,"514 Octavia St,San Francisco, CA 94102-4314","Address:514 Octavia St,San Francisco, CA 94102-4314Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Hayes ValleyNeighborhood: Hayes ValleytrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",295,Cafe La Vie,https://www.yelp.com/ /biz/cafe-la-vie-san-francisco,"Coffee & Tea,Bagels",Inexpensive,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-6:00 pm,"514 Octavia StSan Francisco, CA 94102",(415) 621-6877,Yes,Yes,No,"Garage, Street",Yes,Yes,Free,,,,,,,,,,,,,
1073,Atlas Cafe,"#1,074 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"American,Cafe,Pizza",+1 415-648-1047,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$7 -$20,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible",6:30 am - 10:00 pm,6:30 am - 10:00 pm,6:30 am - 10:00 pm,6:30 am - 10:00 pm,6:30 am - 10:00 pm,8:00 am - 8:00 pm,8:00 am - 8:00 pm,"3049 20th Ave,San Francisco, CA 94132-1510","Address:3049 20th Ave,San Francisco, CA 94132-1510Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-648-1047trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",298,Atlas Cafe,https://www.yelp.com/ /biz/atlas-cafe-san-francisco,"Sandwiches,Breakfast & Brunch,Cafes",Under $10,4.0 star rating,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,8:00 am-8:00 pm,8:00 am-8:00 pm,"3049 20th StSan Francisco, CA 94110",(415) 648-1047,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
1078,Betty Lou's Seafood and Grill,"#1,079 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$$ - $$$,,+1 415-757-0569,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,$14 -$45,"Takeout, Reservations, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,"318 Columbus Ave,Corner of Columbus & Grant,San Francisco, CA 94133","Address:318 Columbus Ave,Corner of Columbus & Grant,San Francisco, CA 94133Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-757-0569trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1125,Betty Lou’s Seafood &amp; Grill,https://www.yelp.com/ /biz/betty-lous-seafood-and-grill-san-francisco,Seafood,$11-30,5.0 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,"318 Columbus AveSan Francisco, CA 94133",(415) 757-0569,Yes,Yes,No,"Garage, Street",No,No,No,No,Yes,No,Dinner,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
1087,Kiki Japanese Restaurant,"#1,088 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Sushi,Asian,Japanese",+1 415-661-5522,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,,Waitstaff,11:30 am - 9:15 pm,11:30 am - 9:15 pm,11:30 am - 9:15 pm,11:30 am - 9:15 pm,11:30 am - 9:15 pm,11:30 am - 9:15 pm,11:30 am - 9:15 pm,"1269 9th Ave,San Francisco, CA 94122-2306","Address:1269 9th Ave,San Francisco, CA 94122-2306Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-661-5522trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",889,Kiki Japanese Restaurant,https://www.yelp.com/ /biz/kiki-japanese-restaurant-san-francisco,"Japanese,Sushi Bars",Under $10,3.5 star rating,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,"1269 9th AveSan Francisco, CA 94122",(415) 661-5522,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
109,North Beach Restaurant,"#110 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,Italian,+1 415-392-1700,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$31 -$80,"Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",11:30 am - 11:30 pm,11:30 am - 11:30 pm,11:30 am - 11:30 pm,11:30 am - 11:30 pm,11:30 am - 11:30 pm,11:30 am - 11:30 pm,11:30 am - 11:30 pm,"1512 Stockton St,San Francisco, CA 94133-3354","Address:1512 Stockton St,San Francisco, CA 94133-3354(Between Union St. and Green St. on Stockton St.)Public Transportation:Located at the corner of Stockton Street & Columbus Avenue in North Beach, available MUNI Bus lines are: *30 Stockton *15 Third *45 UnionLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-392-1700trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1476,North Beach Restaurant,http://www.yelp.com/ /biz/north-beach-restaurant-san-francisco,Italian,$31-60,3.5 star rating,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,"1512 Stockton StSan Francisco, CA 94133",(415) 889-2947,Yes,Yes,,Valet,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Dressy,Classy,Average,Full Bar,No,Yes,
1114,The Sentinel,"#1,115 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,Fast Food,+1 415-284-9960,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,Takeout,7:30 am - 2:30 pm,,,7:30 am - 2:30 pm,7:30 am - 2:30 pm,,,"37 New Montgomery St,at Stevenson Alley,San Francisco, CA 94105-3438","Address:37 New Montgomery St,at Stevenson Alley,San Francisco, CA 94105-3438Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-284-9960trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",339,The Sentinel,https://www.yelp.com/ /biz/the-sentinel-san-francisco,Sandwiches,Under $10,4.0 star rating,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,Closed,Closed,"37 New Montgomery StSan Francisco, CA 94105",(415) 284-9960,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,No,No,Casual,Casual,Average,No,No,No,
1121,Toma,"#1,122 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Latin,Fast Food,Spanish",,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Seating, Takeout",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 2:30 am,10:30 am - 2:30 am,10:30 am - 9:00 pm,"3318 Steiner St,San Francisco, CA 94123-2707","Address:3318 Steiner St,San Francisco, CA 94123-2707Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistricttrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",610,Toma,https://www.yelp.com/ /biz/toma-san-francisco,Mexican,Under $10,4.0 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-11:00 pm,10:30 am-11:00 pm,10:30 am-9:00 pm,"3318 Steiner StSan Francisco, CA 94123",(415) 921-8662,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,Yes,"Lunch, Dinner, Late Night",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,
